#z 0.022
3634.04785156	5.71623e-15
3639.56578016	 5.764e-15
3645.08370876	5.78883e-15
3650.60163736	5.83991e-15
3656.11956596	5.86631e-15
3661.63749456	5.82762e-15
3667.15542316	5.92555e-15
3672.67335176	5.8604e-15
3678.19128036	5.98549e-15
3683.70920897	5.78047e-15
3689.22713757	5.83912e-15
3694.74506617	5.77716e-15
3700.26299477	5.8843e-15
3705.78092337	5.82905e-15
3711.29885197	5.82162e-15
3716.81678057	5.66562e-15
3722.33470917	5.63402e-15
3727.85263777	5.72383e-15
3733.37056637	5.81379e-15
3738.88849497	5.79997e-15
3744.40642357	5.66177e-15
3749.92435217	5.68844e-15
3755.44228077	5.60149e-15
3760.96020937	5.5881e-15
3766.47813797	5.49009e-15
3771.99606657	5.59594e-15
3777.51399517	5.56687e-15
3783.03192377	5.48797e-15
3788.54985237	5.49956e-15
3794.06778097	 5.502e-15
3799.58570957	5.36271e-15
3805.10363817	5.40563e-15
3810.62156677	5.4643e-15
3816.13949537	5.3972e-15
3821.65742397	5.34523e-15
3827.17535257	5.37661e-15
3832.69328117	5.49672e-15
3838.21120977	5.51323e-15
3843.72913837	5.49392e-15
3849.24706697	5.32112e-15
3854.76499557	5.39685e-15
3860.28292418	5.55685e-15
3865.80085278	5.54547e-15
3871.31878138	5.56978e-15
3876.83670998	5.42726e-15
3882.35463858	5.2189e-15
3887.87256718	5.31255e-15
3893.39049578	5.55709e-15
3898.90842438	5.58424e-15
3904.42635298	5.43323e-15
3909.94428158	5.25206e-15
3915.46221018	5.1726e-15
3920.98013878	5.12509e-15
3926.49806738	5.05249e-15
3932.01599598	5.25122e-15
3937.53392458	5.34951e-15
3943.05185318	5.59829e-15
3948.56978178	5.51372e-15
3954.08771038	5.53126e-15
3959.60563898	5.41998e-15
3965.12356758	5.21756e-15
3970.64149618	5.00161e-15
3976.15942478	4.86524e-15
3981.67735338	4.95241e-15
3987.19528198	5.05451e-15
3992.71321058	5.23406e-15
3998.23113918	5.38199e-15
4003.74906778	5.34915e-15
4009.26699638	 5.338e-15
4014.78492498	5.18839e-15
4020.30285358	5.10484e-15
4025.82078218	5.0525e-15
4031.33871078	5.12576e-15
4036.85663939	5.1694e-15
4042.37456799	5.26725e-15
4047.89249659	4.94228e-15
4053.41042519	4.84451e-15
4058.92835379	4.59694e-15
4064.44628239	4.7807e-15
4069.96421099	4.90039e-15
4075.48213959	5.13609e-15
4081.00006819	5.21481e-15
4086.51799679	5.32326e-15
4092.03592539	5.33556e-15
4097.55385399	5.33056e-15
4103.07178259	5.35005e-15
4108.58971119	5.25004e-15
4114.10763979	5.30108e-15
4119.62556839	5.23538e-15
4125.14349699	5.28738e-15
4130.66142559	5.26055e-15
4136.17935419	5.3104e-15
4141.69728279	5.21469e-15
4147.21521139	5.16198e-15
4152.73313999	5.19746e-15
4158.25106859	5.13205e-15
4163.76899719	5.14797e-15
4169.28692579	5.11119e-15
4174.80485439	5.00701e-15
4180.32278299	4.98367e-15
4185.84071159	4.74268e-15
4191.35864019	4.56554e-15
4196.87656879	4.44765e-15
4202.39449739	4.59798e-15
4207.91242599	4.71771e-15
4213.4303546	4.90964e-15
4218.9482832	4.8412e-15
4224.4662118	4.82576e-15
4229.9841404	4.8948e-15
4235.502069	4.96504e-15
4241.0199976	4.76221e-15
4246.5379262	4.7532e-15
4252.0558548	4.7985e-15
4257.5737834	4.8379e-15
4263.091712	4.73142e-15
4268.6096406	4.77273e-15
4274.1275692	4.73463e-15
4279.6454978	4.81055e-15
4285.1634264	4.73095e-15
4290.681355	4.67954e-15
4296.1992836	4.63086e-15
4301.7172122	4.69575e-15
4307.2351408	4.70223e-15
4312.7530694	4.70744e-15
4318.270998	4.6439e-15
4323.7889266	4.55414e-15
4329.3068552	4.50728e-15
4334.8247838	4.52452e-15
4340.3427124	4.42595e-15
4345.860641	4.51294e-15
4351.3785696	4.55389e-15
4356.8964982	4.44193e-15
4362.4144268	4.54057e-15
4367.9323554	4.39802e-15
4373.450284	4.39662e-15
4378.9682126	4.37783e-15
4384.4861412	4.43804e-15
4390.00406981	4.31275e-15
4395.52199841	4.24977e-15
4401.03992701	4.20113e-15
4406.55785561	4.20148e-15
4412.07578421	4.17233e-15
4417.59371281	4.1486e-15
4423.11164141	4.10008e-15
4428.62957001	3.97351e-15
4434.14749861	3.91607e-15
4439.66542721	3.81366e-15
4445.18335581	3.84359e-15
4450.70128441	3.94022e-15
4456.21921301	4.0323e-15
4461.73714161	4.14895e-15
4467.25507021	4.24652e-15
4472.77299881	4.20537e-15
4478.29092741	4.22223e-15
4483.80885601	4.18054e-15
4489.32678461	4.22665e-15
4494.84471321	4.23772e-15
4500.36264181	4.21955e-15
4505.88057041	4.21333e-15
4511.39849901	4.16566e-15
4516.91642761	4.22564e-15
4522.43435621	4.18326e-15
4527.95228481	4.23013e-15
4533.47021341	4.23183e-15
4538.98814201	4.22144e-15
4544.50607061	4.19101e-15
4550.02399921	4.15245e-15
4555.54192781	4.16346e-15
4561.05985641	4.16229e-15
4566.57778502	4.09597e-15
4572.09571362	4.07376e-15
4577.61364222	4.20754e-15
4583.13157082	4.16632e-15
4588.64949942	4.13534e-15
4594.16742802	4.10147e-15
4599.68535662	4.11504e-15
4605.20328522	4.18597e-15
4610.72121382	4.16084e-15
4616.23914242	4.15926e-15
4621.75707102	4.09483e-15
4627.27499962	4.04243e-15
4632.79292822	4.06129e-15
4638.31085682	4.07682e-15
4643.82878542	4.09029e-15
4649.34671402	3.96635e-15
4654.86464262	4.02143e-15
4660.38257122	3.99653e-15
4665.90049982	4.04955e-15
4671.41842842	4.05151e-15
