RA DEC PMRA PMDEC REF_EPOCH OVERRIDE
217.6602564101732 34.373282429926974 0.0 0.0 0.0 False
217.69832271491796 34.327466509297416 0.0 0.0 0.0 False
218.01651287200224 34.36702482060089 0.0 0.0 0.0 False
218.03733554213417 34.37294171765311 0.0 0.0 0.0 False
218.0396867988614 34.37291808108705 0.0 0.0 0.0 False
218.05000861470194 34.3693100460897 0.0 0.0 2015.5 False
218.05565805551024 34.32920395761859 0.0 0.0 0.0 False
218.06189203297802 34.365554689886665 0.0 0.0 0.0 False
218.07132646302537 34.33778823126759 0.0 0.0 0.0 False
218.0718544712482 34.33940210280361 0.0 0.0 0.0 False
218.08512978960727 34.35526138585119 0.0 0.0 2015.5 False
218.18848313521056 34.37110143153232 0.0 0.0 0.0 False
218.2027709906492 34.35830143886773 0.0 0.0 0.0 False
218.25104895341482 34.351598178335806 0.0 0.0 0.0 False
218.26220575966983 34.35194806567302 0.0 0.0 0.0 False
218.26719434388224 34.370689308371944 0.0 0.0 0.0 False
218.2689735924726 34.357908560752435 0.0 0.0 0.0 False
216.54817073270794 34.61698444151945 0.0 0.0 0.0 False
216.77749077571406 34.599112324068095 0.0 0.0 2015.5 False
216.80678065229077 34.58898131001183 0.0 0.0 2015.5 False
216.80752290499862 34.56649539343918 0.0 0.0 0.0 False
216.8201382961596 34.55612434125074 0.0 0.0 0.0 False
216.8231943882788 34.611621776000774 0.0 0.0 0.0 False
216.83060113159792 34.58143104000041 0.0 0.0 0.0 False
216.84139973156735 34.52562528196089 0.0 0.0 0.0 False
216.8574015819699 34.62383265717531 0.0 0.0 0.0 False
216.86850599731918 34.48249539567958 0.0 0.0 0.0 False
216.88420795595783 34.51085681232755 0.0 0.0 0.0 False
216.88926053625613 34.5301886199228 0.0 0.0 0.0 False
216.90023498868325 34.47739632944393 0.0 0.0 0.0 False
216.90395300880547 34.52157655614646 0.0 0.0 0.0 False
216.90941578184908 34.48060654511265 0.0 0.0 0.0 False
216.9126691018107 34.59518966896499 0.0 0.0 0.0 False
216.91501026114966 34.56049136799601 0.0 0.0 0.0 False
216.9230836126877 34.60499615240729 0.0 0.0 0.0 False
216.93490241189895 34.48560258955385 0.0 0.0 0.0 False
216.96292758377044 34.51777967679177 -0.07051698863506317 0.3483028709888458 2015.5 False
217.0188600353814 34.56495573363272 0.0 0.0 0.0 False
217.02512285250685 34.504066357065035 0.0 0.0 2015.5 False
217.0286664044565 34.48634862943297 0.0 0.0 0.0 False
217.05606876319192 34.51663320381166 0.0 0.0 0.0 False
217.0567883262848 34.48411166287926 0.0 0.0 0.0 False
217.05909468437508 34.5793466796366 0.0 0.0 0.0 False
217.0608501422475 34.55068566989872 0.0 0.0 0.0 False
217.0648266124356 34.554737778686885 0.0 0.0 0.0 False
217.0805990788317 34.58815224697541 0.0 0.0 0.0 False
217.0837249012651 34.43558753570861 0.0 0.0 0.0 False
217.0904106373496 34.47706823208124 0.0 0.0 0.0 False
217.09286095555342 34.50587852016508 0.0 0.0 0.0 False
217.10136592417155 34.46902649260963 0.0 0.0 0.0 False
217.11366839706434 34.54648775307788 0.0 0.0 0.0 False
217.1164872688565 34.52837618084924 0.0 0.0 0.0 False
217.12118397219044 34.44940590845906 0.0 0.0 0.0 False
217.15307355278017 34.48627870117774 0.0 0.0 0.0 False
217.1596860731976 34.5092116382929 0.0 0.0 0.0 False
217.16281299633732 34.58065820194388 0.0 0.0 0.0 False
217.18188239579067 34.55857446578414 0.0 0.0 0.0 False
217.2001476235457 34.528145049568295 0.0 0.0 0.0 False
217.20389783105918 34.54853634952863 0.0 0.0 0.0 False
217.20741640875522 34.544505072303615 0.0 0.0 0.0 False
217.2350503814921 34.53022725332837 0.0 0.0 0.0 False
217.24906125754387 34.55271670158552 0.0 0.0 0.0 False
217.2581283168526 34.521927692078364 0.0 0.0 2015.5 False
217.25916132241062 34.47525644820876 0.0 0.0 0.0 False
217.26043836994594 34.53578893879833 2.9063591957092285 0.0017780093476176262 2015.5 False
217.2673545580087 34.623105357025864 0.0 0.0 0.0 False
217.2722702119087 34.58324940405225 0.0 0.0 0.0 False
217.27642626095118 34.55720876037855 0.0 0.0 0.0 False
217.2790324515048 34.56793280199132 0.0 0.0 0.0 False
217.3051783553111 34.40525922123859 0.0 0.0 0.0 False
217.3110171843237 34.46400051431938 0.0 0.0 0.0 False
217.31589832073035 34.44048322663954 0.0 0.0 0.0 False
217.31640779206893 34.61322512678203 0.0 0.0 0.0 False
217.31799271681746 34.44376342088068 0.0 0.0 0.0 False
217.33640736246747 34.56186875217814 0.0 0.0 0.0 False
217.3417973378925 34.5043480872058 0.0 0.0 0.0 False
217.34475629260587 34.50994797234492 0.0 0.0 0.0 False
217.3610957936282 34.517973733828455 0.0 0.0 0.0 False
217.36130265795413 34.47307903877823 0.0 0.0 0.0 False
217.36775073330472 34.46472820709461 0.0 0.0 0.0 False
217.39205867178612 34.566342808843864 0.0 0.0 0.0 False
217.39337707769891 34.592587092638354 0.0 0.0 0.0 False
217.40385464915246 34.38767437043377 0.0 0.0 0.0 False
217.40470830992055 34.46820203695746 0.0 0.0 0.0 False
217.40758473711952 34.464813253003 0.0 0.0 0.0 False
217.4085697804689 34.61558604240056 0.0 0.0 0.0 False
217.41563289482852 34.60754101005184 0.0 0.0 0.0 False
217.42657072327717 34.46463963443889 0.0 0.0 0.0 False
217.43706728523787 34.445568420463744 0.0 0.0 0.0 False
217.44961336115068 34.4566399138873 0.0 0.0 0.0 False
217.4508538490067 34.405160235322015 0.0 0.0 0.0 False
217.45469287692842 34.605180724744514 0.0 0.0 0.0 False
217.45523511439322 34.60706908139922 0.0 0.0 0.0 False
217.4573482089064 34.601516034420804 0.0 0.0 0.0 False
217.46012738986107 34.61657272283495 0.0 0.0 0.0 False
217.49721331520172 34.378291180914985 -0.8854829668998718 2.464733839035034 2015.5 False
217.4978262039774 34.39473879302115 0.0 0.0 0.0 False
217.5339532727775 34.43530300868191 0.0 0.0 0.0 False
217.53804037119917 34.44832136968482 0.0 0.0 0.0 False
217.54345186318957 34.44142627617931 0.0 0.0 0.0 False
217.54418764957373 34.50733535169759 0.0 0.0 0.0 False
217.55296316272668 34.533763623038226 0.0 0.0 0.0 False
217.56212283042748 34.43886052148206 0.0 0.0 0.0 False
217.57285173193873 34.48853878803976 -2.330080509185791 -0.02379480004310608 2015.5 False
217.57831690331227 34.37591130350617 0.0 0.0 2015.5 False
217.59039063245785 34.38610736307435 0.0 0.0 0.0 False
217.60276700437547 34.4109726967475 0.0 0.0 0.0 False
217.62376458318008 34.581435564437726 0.0 0.0 0.0 False
217.625653611407 34.518585142025294 3.1213502883911133 1.6672475337982178 2015.5 False
217.6371653790999 34.40650461656202 0.0 0.0 0.0 False
217.6377455973628 34.54134486306285 0.0 0.0 0.0 False
217.65686442700454 34.57512389012162 0.0 0.0 0.0 False
217.6618557637818 34.574201924392014 0.0 0.0 2015.5 False
217.66223557844853 34.449014949008536 0.0 0.0 0.0 False
217.66422873194531 34.3824653286833 0.0 0.0 2015.5 False
217.66862409512848 34.53934963621178 0.0 0.0 0.0 False
217.6720514311264 34.5772786016161 0.0 0.0 0.0 False
217.68552279606882 34.59143202464716 0.0 0.0 0.0 False
217.69565872667619 34.492585336022735 0.0 0.0 0.0 False
217.69888794099978 34.510135404655806 0.0 0.0 0.0 False
217.70327889063006 34.52170416433806 0.0 0.0 0.0 False
217.70435897567057 34.4762037438146 0.0 0.0 0.0 False
217.70468400061714 34.48941376753664 0.0 0.0 0.0 False
217.70614539077218 34.52177188130951 0.0 0.0 0.0 False
217.708639932439 34.589053658749194 0.0 0.0 2015.5 False
217.70869941304696 34.54720571102417 0.0 0.0 0.0 False
217.71181014011447 34.48490300164573 0.0 0.0 0.0 False
217.71355229376215 34.4478270751066 0.0 0.0 2015.5 False
217.71521478488737 34.45094392012379 0.0 0.0 0.0 False
217.72528945240828 34.448968995876825 0.0 0.0 2015.5 False
217.7315320923555 34.401683646995 0.0 0.0 0.0 False
217.7324765285204 34.526033468488684 0.0 0.0 0.0 False
217.73663858963855 34.379853656640975 0.0 0.0 0.0 False
217.73732764036856 34.52612934857083 0.0 0.0 0.0 False
217.73931646047365 34.62466176146886 0.0 0.0 0.0 False
217.74083053947294 34.45412025479944 -0.9683244824409485 -7.245394706726074 2015.5 False
217.74110759028542 34.40433680030836 0.0 0.0 0.0 False
217.74143457544568 34.594008332618884 0.0 0.0 0.0 False
217.74305877241213 34.435012537415396 0.0 0.0 0.0 False
217.76129513294134 34.487638666478205 0.0 0.0 0.0 False
217.76724540428992 34.46526985975529 0.0 0.0 0.0 False
217.78177667120002 34.50400739876916 0.0 0.0 0.0 False
217.78988064480689 34.518915512753665 0.0 0.0 0.0 False
217.8056363215141 34.555716857011106 0.0 0.0 0.0 False
217.80706651933778 34.496880061448614 0.0 0.0 0.0 False
217.8087143265223 34.50205241953687 0.0 0.0 2015.5 False
217.81675193709194 34.441807365953565 0.0 0.0 0.0 False
217.82140384626854 34.5552955323891 0.0 0.0 2015.5 False
217.82407424503833 34.57406948975999 0.0 0.0 0.0 False
217.82633397920011 34.52345290741748 0.0 0.0 0.0 False
217.8384166332778 34.59197578414974 0.0 0.0 2015.5 False
217.83971620931402 34.58732084136794 0.0 0.0 2015.5 False
