"ID"	"Name"	"RA"	"DEC"	"Obj. Type"	"Redshift"	"Host Name"	"Host Redshift"	"Reporting Group/s"	"Discovery Data Source/s"	"Classifying Group/s"	"Associated Group/s"	"Disc. Internal Name"	"Disc. Instrument/s"	"Class. Instrument/s"	"TNS AT"	"Public"	"End Prop. Period"	"Discovery Mag/Flux"	"Discovery Filter"	"Discovery Date (UT)"	"Sender"	"Remarks"	"Ext. catalog/s"
"51727"	"AT 2020hk"	"23:34:23.358"	"+33:01:41.64"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20ah"	"PS1 - GPC1"	""	"1"	"1"	""	"20.46"	"i-Sloan"	"2020-01-01 05:15:21.000"	"PS1_Bot1"	""	""
"51726"	"AT 2020hj"	"11:41:24.452"	"-04:25:15.45"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20ag"	"PS1 - GPC1"	""	"1"	"1"	""	"21.38"	"w-PS1"	"2020-01-02 14:55:40.000"	"PS1_Bot1"	""	""
"51725"	"AT 2020hi"	"08:56:06.360"	"+38:00:17.73"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20af"	"PS1 - GPC1"	""	"1"	"1"	""	"21.73"	"w-PS1"	"2020-01-01 12:20:09.000"	"PS1_Bot1"	""	""
"51724"	"AT 2020hh"	"00:21:43.247"	"+33:18:22.60"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20ae"	"PS1 - GPC1"	""	"1"	"1"	""	"21.02"	"i-Sloan"	"2020-01-01 05:54:14.000"	"PS1_Bot1"	""	""
"51723"	"AT 2020hg"	"10:09:02.292"	"+00:07:26.64"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20ad"	"PS1 - GPC1"	""	"1"	"1"	""	"22.05"	"w-PS1"	"2020-01-02 13:40:47.000"	"PS1_Bot1"	""	""
"51722"	"AT 2020hf"	"11:39:42.204"	"-12:01:41.65"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20ac"	"PS1 - GPC1"	""	"1"	"1"	""	"21.12"	"w-PS1"	"2020-01-01 15:01:26.000"	"PS1_Bot1"	""	""
"51721"	"AT 2020he"	"11:04:57.040"	"-10:56:25.78"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20ab"	"PS1 - GPC1"	""	"1"	"1"	""	"21.73"	"w-PS1"	"2020-01-01 14:52:48.000"	"PS1_Bot1"	""	""
"51720"	"AT 2020hd"	"11:06:41.911"	"-09:01:17.13"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20aa"	"PS1 - GPC1"	""	"1"	"1"	""	"21.52"	"w-PS1"	"2020-01-01 14:52:48.000"	"PS1_Bot1"	""	""
"51719"	"AT 2020hc"	"04:43:34.323"	"-09:40:24.35"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20z"	"PS1 - GPC1"	""	"1"	"1"	""	"20.74"	"i-Sloan"	"2020-01-02 08:15:21.000"	"PS1_Bot1"	""	""
"51718"	"AT 2020hb"	"10:41:09.591"	"+07:46:09.45"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20y"	"PS1 - GPC1"	""	"1"	"1"	""	"20.56"	"w-PS1"	"2020-01-02 13:32:09.000"	"PS1_Bot1"	""	""
"51717"	"AT 2020ha"	"10:10:15.321"	"+06:58:50.88"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20x"	"PS1 - GPC1"	""	"1"	"1"	""	"21.58"	"w-PS1"	"2020-01-02 13:27:50.000"	"PS1_Bot1"	""	""
"51716"	"AT 2020gz"	"08:23:50.178"	"-04:40:34.51"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20w"	"PS1 - GPC1"	""	"1"	"1"	""	"21.72"	"w-PS1"	"2020-01-02 11:57:07.000"	"PS1_Bot1"	""	""
"51715"	"AT 2020gy"	"10:23:07.125"	"+03:33:31.08"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20v"	"PS1 - GPC1"	""	"1"	"1"	""	"21.25"	"w-PS1"	"2020-01-02 13:30:43.000"	"PS1_Bot1"	""	""
"51714"	"AT 2020gx"	"08:52:12.771"	"+15:19:09.38"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20u"	"PS1 - GPC1"	""	"1"	"1"	""	"21.97"	"w-PS1"	"2020-01-01 13:37:55.000"	"PS1_Bot1"	""	""
"51713"	"AT 2020gw"	"11:51:12.660"	"-05:18:16.45"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20s"	"PS1 - GPC1"	""	"1"	"1"	""	"20.72"	"w-PS1"	"2020-01-02 14:57:07.000"	"PS1_Bot1"	""	""
"51712"	"AT 2020gv"	"03:13:20.515"	"+39:50:47.86"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20r"	"PS1 - GPC1"	""	"1"	"1"	""	"21.4"	"i-Sloan"	"2020-01-01 07:04:48.000"	"PS1_Bot1"	""	""
"51711"	"AT 2020gu"	"11:42:56.069"	"-14:49:07.04"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20q"	"PS1 - GPC1"	""	"1"	"1"	""	"21.64"	"w-PS1"	"2020-01-01 15:02:52.000"	"PS1_Bot1"	""	""
"51710"	"AT 2020gt"	"11:49:05.034"	"-04:29:08.93"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20p"	"PS1 - GPC1"	""	"1"	"1"	""	"21.61"	"w-PS1"	"2020-01-02 14:57:07.000"	"PS1_Bot1"	""	""
"51709"	"AT 2020gs"	"10:43:28.177"	"+04:42:10.83"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20n"	"PS1 - GPC1"	""	"1"	"1"	""	"20.3"	"w-PS1"	"2020-01-02 13:32:09.000"	"PS1_Bot1"	""	""
"51708"	"AT 2020gr"	"10:51:55.180"	"+06:35:00.41"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20m"	"PS1 - GPC1"	""	"1"	"1"	""	"21.68"	"w-PS1"	"2020-01-02 13:33:35.000"	"PS1_Bot1"	""	""
"51707"	"AT 2020gq"	"01:57:50.221"	"+30:47:10.43"	""	""	""	""	"ZTF"	"ZTF"	""	"ZTF"	"ZTF18acfkghu"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"19.09"	"r-ZTF"	"2020-01-02 02:49:06.000"	"ZTF_AMPEL_COMPLETE"	""	""
"51706"	"AT 2020gp"	"00:35:38.441"	"+43:05:59.46"	""	""	""	""	"ZTF"	"ZTF"	""	"ZTF"	"ZTF18abqejqg"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"17.67"	"r-ZTF"	"2020-01-04 03:43:44.000"	"ZTF_AMPEL_COMPLETE"	""	""
"51705"	"AT 2020go"	"01:17:38.218"	"-19:45:33.35"	""	""	""	""	"ZTF"	"ZTF"	""	"ZTF"	"ZTF18abradhe"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"18.58"	"g-ZTF"	"2020-01-04 02:31:31.000"	"ZTF_AMPEL_NEW"	""	""
"51704"	"AT 2020gn"	"11:39:30.309"	"-12:21:07.10"	""	""	""	""	"Pan-STARRS1"	"Pan-STARRS1"	""	"Pan-STARRS1"	"PS20l"	"PS1 - GPC1"	""	"1"	"1"	""	"21.51"	"w-PS1"	"2020-01-01 15:01:26.000"	"PS1_Bot1"	""	""
"51701"	"AT 2020gm"	"00:04:14.740"	"+68:32:49.06"	""	""	""	""	"GaiaAlerts"	"GaiaAlerts"	""	"GaiaAlerts"	"Gaia20acb"	"Gaia - Gaia-photometric"	""	"1"	"1"	""	"16.96"	"G-Gaia"	"2020-01-04 04:58:04.000"	"Gaia_Bot1"	""	""
"51700"	"AT 2020gl"	"12:35:37.990"	"-66:57:59.36"	""	""	""	""	"GaiaAlerts"	"GaiaAlerts"	""	"GaiaAlerts"	"Gaia20aca"	"Gaia - Gaia-photometric"	""	"1"	"1"	""	"17.28"	"G-Gaia"	"2020-01-04 06:02:52.000"	"Gaia_Bot1"	""	""
"51699"	"AT 2020gk"	"21:19:01.707"	"+25:21:42.19"	""	""	""	""	"ZTF"	"ZTF"	""	"ZTF"	"ZTF18acfrxzs"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"16.46"	"r-ZTF"	"2020-01-03 02:19:57.000"	"ZTF_AMPEL_NEW"	""	""
"51697"	"AT 2020gj"	"20:50:50.030"	"+69:10:53.36"	""	""	""	""	"GaiaAlerts"	"GaiaAlerts"	""	"GaiaAlerts"	"Gaia20abz"	"Gaia - Gaia-photometric"	""	"1"	"1"	""	"16.66"	"G-Gaia"	"2020-01-04 09:27:21.000"	"Gaia_Bot1"	""	""
"51696"	"AT 2020gi"	"04:07:49.300"	"-00:07:16.43"	""	""	""	""	"GaiaAlerts"	"GaiaAlerts"	""	"GaiaAlerts"	"Gaia20aby"	"Gaia - Gaia-photometric"	""	"1"	"1"	""	"17.43"	"G-Gaia"	"2020-01-03 21:40:19.000"	"Gaia_Bot1"	""	""
"51695"	"AT 2020gh"	"20:26:59.890"	"+69:23:55.57"	""	""	""	""	"GaiaAlerts"	"GaiaAlerts"	""	"GaiaAlerts"	"Gaia20abx"	"Gaia - Gaia-photometric"	""	"1"	"1"	""	"18.61"	"G-Gaia"	"2020-01-04 03:28:48.000"	"Gaia_Bot1"	""	""
"51694"	"AT 2020gg"	"15:47:18.420"	"-16:28:39.72"	""	""	""	""	"GaiaAlerts, ATLAS, Pan-STARRS1, ZTF"	"GaiaAlerts, ATLAS, Pan-STARRS1, ZTF"	""	"ATLAS; GaiaAlerts; Pan-STARRS1; ZTF"	"Gaia20abw"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1"	""	"1"	"1"	""	"17.56"	"G-Gaia"	"2020-01-04 06:47:31.000"	"Gaia_Bot1"	""	""
"51693"	"AT 2020gf"	"06:08:58.620"	"-57:07:15.38"	""	""	""	""	"GaiaAlerts"	"GaiaAlerts"	""	"GaiaAlerts"	"Gaia20abv"	"Gaia - Gaia-photometric"	""	"1"	"1"	""	"18.77"	"G-Gaia"	"2020-01-04 00:48:57.000"	"Gaia_Bot1"	""	""
"51692"	"AT 2020ge"	"10:07:55.989"	"+25:36:47.56"	""	""	""	""	"ZTF"	"ZTF"	""	"ZTF"	"ZTF20aadbwvc"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"20.5392"	"g-ZTF"	"2020-01-04 12:22:10.000"	"ZTF_CLU_PUBLIC"	""	""
"51691"	"AT 2020gd"	"04:13:59.721"	"+36:51:14.44"	""	""	""	""	"ZTF"	"ZTF"	""	"ZTF"	"ZTF20aacgztv"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"20.3266"	"g-ZTF"	"2020-01-04 03:23:36.000"	"ZTF_CLU_PUBLIC"	""	""
"51690"	"SN 2020gc"	"16:28:46.960"	"+03:51:09.36"	"SN II"	"0.0422"	""	""	"ZTF, GaiaAlerts, ATLAS"	"ZTF, GaiaAlerts, ATLAS"	"ZTF"	"ATLAS; GaiaAlerts; ZTF"	"ZTF20aaazjwc"	"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam"	""	"1"	"1"	""	"17.8485"	"g-ZTF"	"2020-01-03 13:09:41.000"	"ZTF_CLU_PUBLIC"	""	""
"51689"	"AT 2020gb"	"15:16:42.292"	"+07:23:32.96"	""	""	""	""	"ZTF, Pan-STARRS1"	"ZTF, Pan-STARRS1"	""	"Pan-STARRS1; ZTF"	"ZTF19aczklnt"	"P48 - ZTF-Cam, PS1 - GPC1"	""	"1"	"1"	""	"20.2441"	"g-ZTF"	"2020-01-04 12:34:33.000"	"ZTF_CLU_PUBLIC"	""	""
"51688"	"SN 2020ga"	"13:54:24.360"	"-48:30:44.57"	"SN Ia"	"0.00917"	"NGC 5333"	"0.00918"	"ASAS-SN"	"ASAS-SN"	"None"	"ASAS-SN"	"ASASSN-20ag"	"ASASSN-2 - Cassius, ASASSN-3 - Paczynski"	"CTIO-4m - COSMOS"	"1"	"1"	""	"15.5"	"g-Sloan"	"2020-01-05 08:38:24.000"	"Stanek"	""	""
"51687"	"AT 2020fz"	"10:06:13.583"	"-14:15:13.80"	""	""	""	""	"ALeRCE"	"ZTF"	""	"ZTF"	"ZTF20aadwsbp"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"20.3934"	"g-ZTF"	"2020-01-05 11:31:17.000"	"ALeRCE"	""	""
"51686"	"AT 2020fy"	"09:01:25.138"	"-11:21:50.21"	""	""	"WISEA J090125.14-112150.3"	""	"ALeRCE"	"ZTF"	""	"ZTF"	"ZTF20aadvpyk"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"19.8757"	"g-ZTF"	"2020-01-05 11:02:22.000"	"ALeRCE"	""	""
"51685"	"AT 2020fx"	"14:21:30.340"	"+18:27:37.18"	"Varstar"	"0"	"2MASX J14213018+1827400"	"0.076594"	"ALeRCE, Pan-STARRS1"	"ZTF, Pan-STARRS1"	"Padova-Asiago"	"Pan-STARRS1; ZTF"	"ZTF20aadymod"	"P48 - ZTF-Cam, PS1 - GPC1"	"Ekar - AFOSC"	"1"	"1"	""	"14.9728"	"g-ZTF"	"2020-01-05 12:57:06.000"	"ALeRCE"	""	""
"51684"	"AT 2020fw"	"15:02:39.148"	"+29:46:35.52"	""	""	"SDSS J150238.93+294633.3"	"0.212"	"ALeRCE"	"ZTF"	""	"ZTF"	"ZTF20aadylyh"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"20.5913"	"g-ZTF"	"2020-01-05 12:53:11.000"	"ALeRCE"	""	""
"51683"	"AT 2020fv"	"13:01:49.626"	"+02:55:24.76"	""	""	"WISEA J130149.84+025526.5"	"0.105748"	"ALeRCE"	"ZTF"	""	"ZTF"	"ZTF20aadxwkc"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"20.3522"	"g-ZTF"	"2020-01-05 12:06:04.000"	"ALeRCE"	""	""
"51682"	"AT 2020fu"	"12:58:54.026"	"-13:09:35.25"	""	""	"WISEA J125854.31-130929.6"	""	"ALeRCE, Pan-STARRS1"	"ZTF, Pan-STARRS1"	""	"Pan-STARRS1; ZTF"	"ZTF20aadxtze"	"P48 - ZTF-Cam, PS1 - GPC1"	""	"1"	"1"	""	"19.8407"	"g-ZTF"	"2020-01-05 12:04:47.000"	"ALeRCE"	""	""
"51681"	"AT 2020ft"	"12:02:24.926"	"+06:16:18.01"	""	""	"WISEA J120224.70+061620.6"	"0.127704"	"ALeRCE, Pan-STARRS1"	"ZTF, Pan-STARRS1"	""	"Pan-STARRS1; ZTF"	"ZTF20aadxrsu"	"P48 - ZTF-Cam, PS1 - GPC1"	""	"1"	"1"	""	"20.1285"	"g-ZTF"	"2020-01-05 12:03:26.000"	"ALeRCE"	""	""
"51680"	"AT 2020fs"	"10:22:03.440"	"-14:30:45.01"	""	""	"WISEA J102203.47-143046.8"	""	"ALeRCE, Pan-STARRS1"	"ZTF, Pan-STARRS1"	""	"Pan-STARRS1; ZTF"	"ZTF20aadwzgp"	"P48 - ZTF-Cam, PS1 - GPC1"	""	"1"	"1"	""	"20.2312"	"g-ZTF"	"2020-01-05 11:41:26.000"	"ALeRCE"	""	""
"51679"	"AT 2020fr"	"08:59:33.586"	"-10:41:52.31"	""	""	"WISEA J085933.58-104152.2"	""	"ALeRCE"	"ZTF"	""	"ZTF"	"ZTF20aadvsdj"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"20.0523"	"g-ZTF"	"2020-01-05 11:02:22.000"	"ALeRCE"	""	""
"51678"	"AT 2020fq"	"07:17:13.261"	"+23:57:20.87"	""	""	"WISEA J071713.17+235721.2"	""	"ALeRCE"	"ZTF"	""	"ZTF"	"ZTF20aadvjvq"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"20.3926"	"g-ZTF"	"2020-01-05 10:57:36.000"	"ALeRCE"	""	""
"51677"	"AT 2020fp"	"07:54:47.821"	"+18:41:14.15"	""	""	"WISEA J075447.90+184113.9"	"0.145736"	"ALeRCE, ZTF"	"ZTF"	""	"ZTF"	"ZTF19adcbanf"	"P48 - ZTF-Cam"	""	"1"	"1"	""	"19.668"	"r-ZTF"	"2020-01-05 10:13:44.000"	"ALeRCE"	""	""
