objid,skycoord_obj,ra_obj,dec_obj,ra_obj_maxSNR,dec_obj_maxSNR,num_alert,date_first_alert,mag_first_alert,filter_first_alert,date_peak_alert,mag_peak_alert,filter_peak_alert,date_last_alert,mag_last_alert,filter_last_alert,lsdr9_id.pseudo_host,lsdr9_ra.pseudo_host,lsdr9_dec.pseudo_host,lsdr9_gmag.pseudo_host,lsdr9_rmag.pseudo_host,lsdr9_zmag.pseudo_host,z.pseudo_host,e_z.pseudo_host
T202309240223218m050031,02:23:21.819 -05:00:30.986,35.8409133202322,-5.008607463599487,35.8409305116105,-5.008627223138608,16,2023-09-24T06:46:15.309,22.162187863940737,g,2023-10-04T06:52:05.959,21.79085464129201,r,2023-10-15T06:14:24.713,22.613540606796356,i,0357m050_13558,35.84296840108168,-5.009583934761512,25.55038183927536,23.51927936077118,21.61457195878029,nan,nan
T202310260224118m070643,02:24:11.767 -07:06:42.604,36.0490307736308,-7.11183467869015,36.04903769074723,-7.11190931016884,16,2023-10-26T04:29:33.285,22.145889376549594,r,2023-11-08T05:28:34.367,21.56977809130384,r,2023-11-11T05:09:18.073,21.741450284314997,i,0361m070_2690,36.04938978282344,-7.112005215162149,21.83269239962101,21.08143448829651,20.676142275333405,nan,nan
C202310260220026m062714,02:20:02.602 -06:27:13.627,35.01084465603062,-6.453785446131848,35.01074268420489,-6.453787291275709,15,2023-10-26T04:25:54.938,22.184207794385635,g,2023-11-11T05:05:40.312,21.713843823907542,r,2023-11-11T05:09:18.073,21.767270138411682,i,0350m065_3172,35.01094690166322,-6.453841988497452,21.20556741952896,19.703929722309113,18.87245684862137,None,None
T202310260218473m044216,02:18:47.331 -04:42:15.662,34.69721654943337,-4.70435065315322,34.69723871759587,-4.704240604323378,15,2023-10-26T04:15:01.914,21.952602827055777,g,2023-10-26T04:20:19.628,21.634245959469432,r,2023-11-11T04:58:23.515,21.910400072933367,i,0347m047_4705,34.69757701277227,-4.70455934307233,21.378478556871414,20.6259922683239,20.177092403173447,nan,nan
A202308250224111m040823,02:24:11.106 -04:08:23.440,36.04627543768588,-4.139844477385408,36.04627543768588,-4.139844477385408,15,2023-08-25T06:57:10.861,21.685725790815177,g,2023-08-31T05:52:49.229,21.313560974134823,r,2023-10-04T06:57:22.769,22.66097079780878,i,0359m042_16625,36.04627468743856,-4.139803009514869,21.812379956245422,20.355770587921143,19.590671062469482,nan,nan
T202310040226097m060231,02:26:09.686 -06:02:30.732,36.54035845414023,-6.041870009111724,36.54032255014937,-6.04190580112816,14,2023-10-04T06:41:08.072,22.26982784287611,r,2023-10-15T06:03:28.617,21.91052877573601,i,2023-11-08T05:32:12.533,22.719467507998125,i,0365m060_5543,36.54139478071277,-6.041438460133551,21.984099708497524,20.639633238315582,19.728554487228394,nan,nan
T202308030218441m041138,02:18:44.097 -04:11:38.255,34.68373759552264,-4.193959750885662,34.68365499209465,-4.194019124917707,12,2023-08-25T06:42:16.241,22.37881809802911,i,2023-10-04T06:35:30.638,22.16197248084844,i,2023-11-08T05:19:20.280,22.879328496954436,i,0346m042_6229,34.68387922965645,-4.193520893559623,24.915940314531326,24.42896530032158,24.059906601905823,nan,nan
T202308130223112m050032,02:23:11.159 -05:00:31.928,35.7964970881936,-5.008869105683675,35.7964970881936,-5.008869105683675,14,2023-08-13T09:28:01.900,21.709122078468223,g,2023-08-25T07:06:06.242,21.54049921618893,i,2023-08-31T05:56:23.890,22.04181004692451,i,0357m050_11067,35.79638322236756,-5.009439733719267,18.760464787483215,17.974196672439575,17.404332756996155,None,None
C202311080226211m045956,02:26:21.120 -04:59:56.313,36.58800134307844,-4.99897594460989,36.58799085297522,-4.998960754069139,12,2023-11-08T05:34:11.485,21.1286562815057,g,2023-11-11T05:14:54.410,20.66031234427273,r,2023-11-11T05:20:12.956,20.802611372468068,i,0364m050_17601,36.58804574366295,-4.999134831101922,18.299204111099243,17.26314902305603,16.530595421791077,None,None
T202311080217068m045224,02:17:06.824 -04:52:24.399,34.27843730010312,-4.873444443129221,34.27846321357186,-4.87344145273313,10,2023-11-08T05:12:20.932,22.47454768400973,g,2023-11-08T05:16:00.318,22.4129902146844,r,2023-11-11T04:58:23.515,22.556380495978843,i,0342m050_9564,34.27869528839802,-4.874112457089105,22.04346228390932,21.225630939006805,20.78857570886612,0.13,nan
C202311080227563m035146,02:27:56.327 -03:51:45.506,36.98469629636429,-3.862640745752746,36.98469629636429,-3.862640745752746,10,2023-11-08T05:34:11.485,22.259519217026728,g,2023-11-11T05:11:16.096,21.976678851733205,g,2023-11-11T05:20:12.956,22.033512714263225,i,0369m037_11526,36.98480634037148,-3.862552548440529,25.070190131664276,24.685751497745514,24.59527388215065,nan,nan
C202310040226083m060024,02:26:08.253 -06:00:23.554,36.53439065521128,-6.006542852982461,36.53433770632764,-6.006570041716628,10,2023-10-04T06:42:47.239,22.950120334824383,r,2023-10-15T06:01:30.809,22.018848088062022,i,2023-11-08T05:32:12.533,22.700842462692567,i,0365m060_5268,36.53439521862738,-6.006652206110683,23.22315104305744,22.777607049793005,23.455346524715424,nan,nan
C202310260224354m045420,02:24:35.360 -04:54:20.148,36.14733492776146,-4.905596787496643,36.14736190931237,-4.905517275999411,10,2023-10-26T04:40:28.984,22.277184763392732,r,2023-11-08T05:37:50.402,22.071040137195425,r,2023-11-11T05:16:33.796,22.133424206098557,r,0362m050_3736,36.14745130227133,-4.905710679749079,24.434084594249725,23.593793362379074,23.152863904833794,nan,nan
