objid,skycoord_obj,ra_obj,dec_obj,ra_obj_maxSNR,dec_obj_maxSNR,num_alert,date_first_alert,mag_first_alert,filter_first_alert,date_peak_alert,mag_peak_alert,filter_peak_alert,date_last_alert,mag_last_alert,filter_last_alert,lsdr9_id.pseudo_host,lsdr9_ra.pseudo_host,lsdr9_dec.pseudo_host,lsdr9_gmag.pseudo_host,lsdr9_rmag.pseudo_host,lsdr9_zmag.pseudo_host,z.pseudo_host,e_z.pseudo_host,z_type.pseudo_host,z_source.pseudo_host
T202304151427276p003309,14:27:27.588 +00:33:08.577,216.8649533707625,0.5523826351597776,216.8649394078035,0.5523512137237343,9,2023-04-15T07:14:42.044,22.894957137445374,g,2023-04-18T07:47:04.269,21.956017889831557,r,2023-04-30T07:17:33.513,22.241074305959888,r,2168p005_7505,216.8652203312793,0.5518536592222235,21.884256526827812,21.024214923381805,20.622410774230957,nan,nan,NONE,NONE
T202305101419292m011121,14:19:29.225 -01:11:21.330,214.8717724984908,-1.189258409583563,214.8718063131422,-1.18924400770453,9,2023-05-10T06:35:56.707,22.40500199714699,g,2023-05-18T04:57:59.356,21.14664398829815,g,2023-05-18T05:48:32.316,21.25686134192548,g,2148m012_5877,214.8721035672171,-1.189412086102679,23.419846668839455,23.11381086707115,23.666117042303085,nan,nan,NONE,NONE
T202305101425309m002657,14:25:30.889 -00:26:57.181,216.3787048995216,-0.4492169895848633,216.3786904365479,-0.4492012420986051,6,2023-05-10T06:33:05.996,22.104534490223315,g,2023-05-18T04:55:20.923,21.331192662210402,g,2023-05-18T05:45:53.493,21.4447271810143,g,2163m005_6597,216.3784139386603,-0.4490532203695525,20.38096770644188,19.90145444869995,19.587143063545227,nan,nan,NONE,NONE
C202304151425265m004421,14:25:26.543 -00:44:21.440,216.3605991820381,-0.7392889877734848,216.36058098777,-0.7392516916082447,9,2023-04-15T07:14:42.044,22.316665207911726,g,2023-04-30T07:12:10.241,21.585488048527075,g,2023-05-15T06:06:39.725,21.85817297150477,g,2163m007_6310,216.3604235870524,-0.7392748745534692,18.912120759487152,18.578082025051117,18.16352903842926,nan,nan,NONE,NONE
C202304151418039m000907,14:18:03.868 -00:09:06.583,214.516118607193,-0.1518288358377583,214.5161007405208,-0.1518053376344448,8,2023-04-15T07:12:39.848,22.216948450609408,g,2023-04-18T07:45:44.736,21.910183736434835,r,2023-04-30T07:16:12.254,21.95837991080236,r,2146m002_978,214.5159927919571,-0.1517696098327918,21.502209678292274,19.869997799396515,19.03307795524597,nan,nan,NONE,NONE
C202304151423328m000249,14:23:32.781 -00:02:48.563,215.8865884890791,-0.04682308627333001,215.8865816976398,-0.0468284940004987,5,2023-04-15T07:14:42.044,22.40500227741532,g,2023-04-27T06:59:25.154,22.016534122685027,g,2023-05-10T06:33:05.996,22.404539122293833,g,2158p000_7514,215.8864803498998,-0.04687017310494054,20.580279678106308,20.380685329437256,19.581909775733948,nan,nan,NONE,NONE
T202304151428360m015129,14:28:35.969 -01:51:29.137,217.1498717444217,-1.858093885436923,217.1499041886119,-1.858124296689767,15,2023-04-15T07:16:40.627,23.223874128926404,g,2023-04-30T07:18:53.232,21.65371077213908,r,2023-05-18T05:41:55.392,22.410982168354288,r,2171m017_7413,217.1493642732317,-1.858010831493567,20.539609491825104,19.411273300647736,18.662148416042328,nan,nan,NONE,NONE
T202304151424366p001330,14:24:36.601 +00:13:29.543,216.1525048428621,0.2248731486297515,216.1524840161075,0.2248672757795616,18,2023-04-15T07:14:42.044,21.298930471170934,g,2023-04-15T07:21:57.302,20.811117739202984,r,2023-05-18T05:40:35.488,22.304996905231874,r,2161p002_8073,216.1529472625116,0.2246407883651213,22.120832428336143,22.43764483369887,nan,nan,nan,NONE,NONE
T202304151423086m014907,14:23:08.593 -01:49:07.226,215.7858079076091,-1.818674124200192,215.7858051871301,-1.818666321488422,10,2023-04-15T07:18:39.455,22.243078359647804,g,2023-04-18T07:49:43.811,21.833098718285434,r,2023-05-10T06:50:29.380,22.396618511401805,r,2158m017_1437,215.7853658776734,-1.819125247750082,20.85680142045021,20.13428047299385,19.92557257413864,nan,nan,NONE,NONE
T202304151427198m014020,14:27:19.812 -01:40:19.633,216.8325514702747,-1.672120408389369,216.8325514702747,-1.672120408389369,17,2023-04-15T07:16:40.627,20.147511241594856,g,2023-04-15T07:30:54.142,19.762675337814777,z,2023-05-18T05:34:37.196,20.688062018990674,z,2168m017_3992,216.8324030413961,-1.673202392944429,16.474244594573975,15.783070921897888,15.220393538475037,nan,nan,NONE,NONE
A202304241417574m001727,14:17:57.373 -00:17:27.016,214.4890562074217,-0.2908380480041325,214.489101051964,-0.2908807968970858,19,2023-04-24T07:14:23.179,22.471717307983933,g,2023-05-12T06:39:27.377,20.620617590407072,r,2023-05-18T05:44:33.905,21.43491853331018,g,2143m002_11658,214.4890321954665,-0.2908396425380803,17.70677924156189,17.04974353313446,16.519042253494263,nan,nan,NONE,NONE
A202304151414505m003234,14:14:50.472 -00:32:33.748,213.7103027829439,-0.5427079217921871,213.7103461570803,-0.5425764300441958,15,2023-04-15T07:12:39.848,21.799058421890546,g,2023-04-15T07:20:37.556,20.394137817398494,r,2023-05-18T05:39:15.659,22.279817212263183,r,2136m005_10569,213.710255681857,-0.5426292241230466,17.71962434053421,16.769079566001892,16.09960913658142,nan,nan,NONE,NONE
