objid,skycoord_obj,ra_obj,dec_obj,ra_obj_maxSNR,dec_obj_maxSNR,num_alert,date_first_alert,mag_first_alert,filter_first_alert,date_peak_alert,mag_peak_alert,filter_peak_alert,date_last_alert,mag_last_alert,filter_last_alert,lsdr9_id.pseudo_host,lsdr9_ra.pseudo_host,lsdr9_dec.pseudo_host,lsdr9_gmag.pseudo_host,lsdr9_rmag.pseudo_host,lsdr9_zmag.pseudo_host,z.pseudo_host,e_z.pseudo_host,z_type.pseudo_host,z_source.pseudo_host
C202308030226054m043226,02:26:05.430 -04:32:26.265,36.52262763978374,-4.540629373246414,36.52266101024547,-4.540757881235145,18.0,2023-08-03T07:36:02.882,22.433083772691596,g,2023-08-31T05:56:23.890,21.628092243827375,i,2023-08-31T05:56:23.890,21.628092243827375,i,0364m045_11242,36.52274625631901,-4.540788201889395,21.36533372104168,20.978017449378967,20.284728407859802,0.692992,nan,spec,NED
C202308020228021m040810,02:28:02.127 -04:08:10.196,37.00886475750659,-4.136165572251441,37.00895291486837,-4.136189498588541,40.0,2023-08-02T07:43:09.811,21.46109991940228,r,2023-08-31T05:47:37.271,21.02094912799467,g,2023-08-31T05:56:23.890,21.28174478536702,i,0369m042_15781,37.00866320717862,-4.136291275475278,nan,24.82981249690056,22.672688737511635,nan,nan,NONE,NONE
T202308130223112m050032,02:23:11.159 -05:00:31.928,35.7964970881936,-5.008869105683675,35.7964970881936,-5.008869105683675,14.0,2023-08-13T09:28:01.900,21.709122078468223,g,2023-08-25T07:06:06.242,21.54049921618893,i,2023-08-31T05:56:23.890,22.04181004692451,i,0357m050_11067,35.79638322236756,-5.009439733719267,18.760464787483215,17.974196672439575,17.404332756996155,nan,nan,NONE,NONE
T202308220223004m044035,02:23:00.440 -04:40:34.929,35.75183481765913,-4.676369372610368,35.75186364204595,-4.67634117611426,19.0,2023-08-22T07:40:42.476,21.78240750748988,g,2023-08-31T05:49:24.530,20.145379202347826,g,2023-08-31T05:56:23.890,20.407380986434152,i,0357m047_10653,35.75593476191069,-4.677985227687912,23.20368990302086,22.01051466166973,nan,nan,nan,NONE,NONE
A202308030216342m042320,02:16:34.200 -04:23:19.944,34.14250347338129,-4.388873516420474,34.14249242185729,-4.38888287104991,24.0,2023-08-03T07:14:15.181,21.240878920807937,g,2023-08-28T07:33:58.391,21.07633170672993,r,2023-08-31T05:31:17.447,21.182325881712643,r,0342m045_2718,34.14253805537375,-4.388914262044387,22.45344846509397,21.90031297504902,21.443776488304138,nan,nan,NONE,NONE
T202308020220247m050231,02:20:24.736 -05:02:31.328,35.10306688719167,-5.042035704174862,35.10318700201908,-5.042017223921329,40.0,2023-08-02T07:21:18.544,21.400181895093734,r,2023-08-31T05:34:53.706,20.016040405011843,i,2023-08-31T05:34:53.706,20.016040405011843,i,0352m050_250,35.10033965069313,-5.042619442122796,22.335718236863613,21.51156097650528,21.045428067445755,nan,nan,NONE,NONE
T202308020225216m061301,02:25:21.628 -06:13:01.425,36.34011857791736,-6.21706266435613,36.34013364088811,-6.217051400167598,22.0,2023-08-02T07:35:30.088,20.21353077295388,i,2023-08-02T07:37:29.482,20.177479922577298,i,2023-08-31T05:45:39.392,20.915972861103647,i,0363m062_7780,36.34035222971666,-6.218159537965493,15.485571026802063,14.660155177116394,14.035886526107788,0.05244,nan,spec,NED
T202308020224327m063843,02:24:32.696 -06:38:42.569,36.13623581356617,-6.645158326888509,36.13633257137796,-6.645073005614926,21.0,2023-08-02T07:35:30.088,21.40901960260169,i,2023-08-04T08:30:03.258,21.265515053651963,i,2023-08-31T05:45:39.392,21.56824687471889,i,0360m067_9272,36.13621780561117,-6.644439138354253,20.96105456352234,20.489280223846436,20.252225697040558,nan,nan,NONE,NONE
T202308020225068m041801,02:25:06.840 -04:18:01.387,36.27850219238117,-4.300385361339903,36.27848039897331,-4.300385813133996,30.0,2023-08-02T07:46:28.972,21.35643417438611,i,2023-08-03T07:39:41.471,21.071318887963844,r,2023-08-31T05:56:23.890,21.96248966085807,i,0361m042_15676,36.27753374838539,-4.299871493581594,24.21269714832306,23.045679442584515,21.368616297841072,0.958845,nan,spec,NED
T202308020222589m045852,02:22:58.851 -04:58:51.969,35.74521337810168,-4.981102542719577,35.74541841749424,-4.981132639696221,14.0,2023-08-02T07:39:29.123,20.949484289614205,g,2023-08-03T07:36:02.882,20.685984171828885,g,2023-08-28T07:54:00.347,20.84858377751825,g,0357m050_8274,35.74529280900386,-4.981429398274138,24.299717247486115,21.639967262744904,20.799390375614166,nan,nan,NONE,NONE
C202308030224258m034508,02:24:25.805 -03:45:08.318,36.10752309661797,-3.752310641628174,36.10760521902984,-3.752292287364412,27.0,2023-08-03T07:41:21.318,22.1332060762462,r,2023-08-13T09:28:01.900,21.18514859633282,g,2023-08-31T05:56:23.890,22.006315089755006,i,0361m037_3732,36.10745909230191,-3.752041712708437,20.92178449034691,20.31226634979248,19.939483404159546,0.21899,nan,spec,NED
C202308020220131m045114,02:20:13.087 -04:51:13.989,35.05453107934377,-4.853886047685769,35.05451192525175,-4.853865446839768,46.0,2023-08-02T07:17:40.461,19.99268252230395,g,2023-08-03T07:17:52.816,19.79672691126158,r,2023-08-31T05:34:53.706,20.059837200747168,i,0349m047_11030,35.05433903584498,-4.85401710245064,nan,23.316373229026794,21.226467490196228,nan,nan,NONE,NONE
