objid,skycoord_obj,ra_obj,dec_obj,ra_obj_maxSNR,dec_obj_maxSNR,num_alert,date_first_alert,mag_first_alert,filter_first_alert,date_peak_alert,mag_peak_alert,filter_peak_alert,date_last_alert,mag_last_alert,filter_last_alert,lsdr9_id.pseudo_host,lsdr9_ra.pseudo_host,lsdr9_dec.pseudo_host,lsdr9_gmag.pseudo_host,lsdr9_rmag.pseudo_host,lsdr9_zmag.pseudo_host,z.pseudo_host,e_z.pseudo_host
C202401041002349p024254,10:02:34.872 +02:42:53.518,150.645300157436,2.714866201756015,150.6452615560862,2.714897642439555,9,2024-01-04T07:13:38.011,22.36728905933287,i,2024-01-04T07:15:40.600,22.26211314963136,i,2024-01-07T06:36:53.014,22.413632327202798,i,1506p027_11602,150.64521580973,2.714781844641744,19.183943271636963,18.47900927066803,17.88812816143036,None,None
C202401041000510p024120,10:00:51.018 +02:41:20.183,150.2125765823872,2.688939727200654,150.212561843082,2.688924368739916,8,2024-01-04T07:10:13.339,22.87066879461656,r,2024-01-07T06:14:33.438,22.7197344941622,i,2024-01-07T06:14:33.438,22.7197344941622,i,1501p027_14842,150.2125355063071,2.688798300618973,24.057205021381378,22.837212719023228,22.202967703342438,nan,nan
T202401041004046p014303,10:04:04.594 +01:43:02.664,151.0191447337885,1.717406696098318,151.0191914243654,1.717433181254226,6,2024-01-04T07:32:33.421,23.22503241480129,r,2024-01-04T07:34:15.335,22.94109344509475,r,2024-01-07T06:36:53.014,23.068149143675328,i,1511p017_1737,151.0204565910509,1.71829877351041,17.48209297657013,16.916759610176086,16.499264240264893,None,None
A202401041002188p015037,10:02:18.804 +01:50:37.089,150.5783527928429,1.843635972800708,150.5783452331102,1.843644453472226,5,2024-01-04T07:28:49.247,21.725480162808296,g,2024-01-04T07:30:42.039,21.56564686617087,g,2024-01-07T06:29:36.440,21.649450320123258,g,1506p017_5410,150.5782924054703,1.843635902434002,21.401053816080093,21.170594096183777,20.325480550527573,None,None
T202401040956249p022105,09:56:24.855 +02:21:05.019,149.103563590897,2.351394312997913,149.1035755764269,2.351375298522895,4,2024-01-04T07:24:44.364,22.802415837097904,i,2024-01-07T06:25:45.385,22.657411022018298,i,2024-01-07T06:25:45.385,22.657411022018298,i,1491p022_8438,149.1056786806218,2.355530987400687,23.251302614808083,23.25393319129944,22.911056093871593,nan,nan
T202401040956277p025058,09:56:27.682 +02:50:57.652,149.1153446088371,2.849347899269981,149.1153292968949,2.849289037523934,4,2024-01-04T07:10:13.339,23.21498534373543,r,2024-01-04T07:13:38.011,22.76893368456166,i,2024-01-07T06:10:51.615,23.320410296375236,r,1491p027_5716,149.1156641476473,2.849268270099965,23.460587188601494,21.933279000222683,20.906416475772858,nan,nan
C202401041004144p022717,10:04:14.357 +02:27:17.297,151.0598244054636,2.454804904454837,151.0598722138117,2.454816470216394,4,2024-01-04T07:28:49.247,22.630359064409124,g,2024-01-04T07:28:49.247,22.630359064409124,g,2024-01-07T06:29:36.440,22.930121226545793,g,1511p025_5009,151.0597678324645,2.454751141987658,22.014148607850075,21.693538278341293,21.256734430789948,nan,nan
C202401041002051p011758,10:02:05.058 +01:17:58.027,150.5210760845551,1.299452133356137,150.521021318223,1.299439352403622,4,2024-01-04T07:28:49.247,22.828401186304156,g,2024-01-04T07:30:42.039,22.462583575413035,g,2024-01-07T06:29:36.440,22.634959054217585,g,1506p012_1918,150.5209757438897,1.299384770514269,21.365991234779358,21.094554364681244,20.531311184167862,None,None
T202401040957474p022749,09:57:47.413 +02:27:49.396,149.4475557566255,2.463721312191092,149.4475557566255,2.463721312191092,3,2024-01-04T07:23:03.976,23.32885028673371,r,2024-01-04T07:24:44.364,23.20672566400963,i,2024-01-07T06:09:08.803,23.58901284006154,r,1493p025_15122,149.4484706807324,2.463350707352268,19.06064212322235,18.363505005836487,17.89978951215744,None,None
T202401040959206p014201,09:59:20.606 +01:42:01.256,149.8358592412339,1.700349043642714,149.8358847538856,1.700322021577391,20,2024-01-04T07:17:42.690,22.783091359989783,g,2024-01-04T07:17:42.690,22.783091359989783,g,2024-01-07T06:33:10.048,23.082253423129394,r,1498p017_6878,149.8349881622538,1.701922753226476,25.591734051704407,25.088730454444885,25.225027799606323,nan,nan
T202401041000291p014051,10:00:29.060 +01:40:50.746,150.1210852185676,1.680762781864428,150.121126848007,1.680725405962201,16,2024-01-04T07:21:22.874,22.502219712961953,r,2024-01-07T06:31:28.610,22.373786398299888,r,2024-01-07T06:36:53.014,22.41802203989753,i,1501p017_8572,150.1206420069049,1.678045058031439,22.40465972572565,21.692853569984436,21.431991159915924,nan,nan
A202401041000297p022130,10:00:29.685 +02:21:29.861,150.123688773023,2.358294923265241,150.1236720316029,2.358270748654802,16,2024-01-04T07:06:29.875,22.56139450900903,g,2024-01-07T06:07:16.311,22.503156479121458,g,2024-01-07T06:31:28.610,22.65519162445758,r,1501p022_10323,150.1236528653153,2.358252859725423,21.0915806889534,20.65737009048462,19.971480667591095,None,None
T202401040958146p021811,09:58:14.581 +02:18:11.447,149.5607552503814,2.303179821749235,149.5607639096038,2.303207676316358,15,2024-01-04T07:10:13.339,22.919360061977258,r,2024-01-04T07:26:46.312,22.33961491576553,i,2024-01-07T06:25:45.385,22.52475816004893,i,1496p022_4544,149.5574928761357,2.304666827200886,22.24767915904522,21.668547093868256,20.47585278749466,nan,nan
T202401040954530p021157,09:54:52.967 +02:11:56.848,148.7206969365884,2.199124455118464,148.7206928674468,2.199128259531026,10,2024-01-04T07:21:22.874,22.536561210421375,r,2024-01-07T06:22:02.849,22.420477168335566,r,2024-01-07T06:25:45.385,22.69567278749773,i,1486p022_12685,148.7204685773648,2.198896127271824,22.694256864488125,21.411802545189857,20.583944618701935,nan,nan
C202401040958430p031850,09:58:43.011 +03:18:50.012,149.6792141248031,3.313892431262486,149.679265295951,3.313777691672515,9,2024-01-04T07:06:29.875,23.31837253760022,g,2024-01-07T06:12:32.315,21.565044356238868,i,2024-01-07T06:14:33.438,21.855621895516443,i,1495p032_16559,149.6791630313029,3.313820850196829,18.54416459798813,17.709198594093323,17.069010138511658,None,None
C202401040957024p015823,09:57:02.356 +01:58:23.302,149.2598188070857,1.973139593933136,149.2597963332528,1.973168041559761,9,2024-01-04T07:17:42.690,22.41266488782399,g,2024-01-04T07:19:32.522,22.31663826446719,g,2024-01-07T06:23:44.476,22.727157719230725,i,1493p020_1298,149.2597358089656,1.973113149581953,21.24674156308174,20.247949361801147,19.522696137428284,nan,nan
C202401040953234p020927,09:53:23.441 +02:09:26.914,148.3476716253341,2.157476377047618,148.3477160535585,2.157476168725414,9,2024-01-04T07:19:32.522,23.28292359367594,g,2024-01-07T06:20:20.076,22.133033533022193,r,2024-01-07T06:25:45.385,22.37463875085226,i,1483p022_4605,148.3479153370835,2.157551903730291,22.435296014882624,21.514024138450623,21.064020544290543,nan,nan
T202401040957357p020041,09:57:35.746 +02:00:40.567,149.3989445392346,2.011268668234009,149.3989933511072,2.011247368239539,8,2024-01-04T07:21:22.874,23.226808321238643,r,2024-01-04T07:26:46.312,22.6251506480769,i,2024-01-07T06:25:45.385,22.671112236210732,i,1493p020_12294,149.3993994420822,2.01122424769636,23.07444639503956,22.237283140420914,21.827501133084297,nan,nan
A202401041003055p031827,10:03:05.496 +03:18:27.193,150.7729027654871,3.307553783061236,150.7729027654871,3.307553783061236,8,2024-01-04T07:10:13.339,22.48700648382882,r,2024-01-04T07:10:13.339,22.48700648382882,r,2024-01-07T06:14:33.438,22.5826453498119,i,1508p032_4858,150.7728728685186,3.307541325852816,22.83765997737646,21.896550245583057,21.13825798034668,nan,nan
C202401040953186p013033,09:53:18.571 +01:30:32.670,148.3273819360399,1.509075024729375,148.3273878910537,1.509060851391024,6,2024-01-04T07:17:42.690,22.98638090408155,g,2024-01-04T07:19:32.522,22.849878712107305,g,2024-01-07T06:23:44.476,22.97460691529505,i,1483p015_3488,148.3273414336777,1.508985458617881,22.03587479889393,20.504567325115204,19.299689829349518,None,None
A202401040959028p021906,09:59:02.759 +02:19:06.399,149.7614982168063,2.31844436487502,149.7615198870455,2.31845213235357,24,2024-01-04T07:06:29.875,20.0026198692254,g,2024-01-04T07:06:29.875,20.0026198692254,g,2024-01-07T06:25:45.385,21.20179144846867,i,1498p022_1335,149.7615028784229,2.318438980904609,19.15449619293213,18.39656352996826,17.66625165939331,None,None
T202401041004414p011152,10:04:41.417 +01:11:51.600,151.1725748573113,1.197666673264361,151.1725775150346,1.197666189290178,12,2024-01-04T07:28:49.247,19.862033381775586,g,2024-01-04T07:32:33.421,19.232868918758207,r,2024-01-07T06:36:53.014,19.673883080281517,i,1511p012_8644,151.1718386082258,1.198721747219724,16.567618250846863,16.012926697731018,15.562722086906433,None,None
T202401041003004p022051,10:03:00.357 +02:20:50.865,150.7514891189769,2.347462655895459,150.7514543948177,2.347503184890007,12,2024-01-04T07:28:49.247,21.15987216502443,g,2024-01-07T06:33:10.048,21.07479532712413,r,2024-01-07T06:36:53.014,21.086828352427915,i,1506p022_18217,150.7476977019008,2.349909701381515,20.137346982955933,19.539674818515778,19.039853811264038,nan,nan
T202401041001530p014915,10:01:53.033 +01:49:14.513,150.4709738511178,1.820698160181787,150.4709925585769,1.820678513432971,12,2024-01-04T07:28:49.247,23.047741221046287,g,2024-01-04T07:34:15.335,22.288365585660536,r,2024-01-07T06:36:53.014,22.443545643464994,i,1503p017_15628,150.4708503272978,1.821167890781276,24.62115377187729,24.337124526500702,23.632787615060806,nan,nan
C202401041006367p011642,10:06:36.712 +01:16:42.260,151.6529700705189,1.278405567946172,151.6529667958817,1.278415629303149,12,2024-01-04T07:28:49.247,20.474532185158807,g,2024-01-07T06:27:45.512,20.375587407940653,g,2024-01-07T06:36:53.014,20.704832625316726,i,1516p012_8072,151.6530505377622,1.278477533905819,18.497639298439026,17.33957052230835,16.530863046646118,None,None
A202401041002440p023429,10:02:43.955 +02:34:28.759,150.683146593003,2.574655286196857,150.6832284201126,2.574658585736555,12,2024-01-04T07:06:29.875,22.71946686461085,g,2024-01-07T06:10:51.615,21.49453335603089,r,2024-01-07T06:14:33.438,21.6410335948824,i,1506p025_14041,150.6831430556506,2.574634202644127,19.948943555355072,19.21118050813675,18.512710630893707,None,None
C202401041000163p015105,10:00:16.309 +01:51:04.831,150.0679553736303,1.851342146969951,150.06788838554,1.851374734723865,12,2024-01-04T07:28:49.247,22.71215464737604,g,2024-01-07T06:33:10.048,22.142179628364907,r,2024-01-07T06:36:53.014,22.255549063344777,i,1501p017_5153,150.0678549109933,1.851286123016533,21.395360380411148,20.81714302301407,20.493171513080597,None,None
C202401040957288p033925,09:57:28.833 +03:39:25.336,149.3701393641592,3.657037988758058,149.3701650397181,3.65700622416145,12,2024-01-04T07:06:29.875,22.331003200184043,g,2024-01-04T07:13:38.011,21.59096766110205,i,2024-01-07T06:14:33.438,21.62780786448196,i,1493p037_11216,149.3701006078836,3.65697829682819,17.970653176307678,17.09397315979004,16.374775767326355,0.168209,1.49952e-05
A202401041002070p030328,10:02:07.048 +03:03:27.802,150.5293674294823,3.057723052080396,150.5293673963243,3.057794351430894,12,2024-01-04T07:06:29.875,18.926634685409013,g,2024-01-07T06:09:08.803,18.702119405476875,r,2024-01-07T06:14:33.438,18.878483230923806,i,1506p030_2725,150.5293268689836,3.057695793765917,14.392005205154419,13.627651333808899,13.038222789764404,None,None
A202401041000214p031851,10:00:21.419 +03:18:51.345,150.0892469356282,3.31426272930453,150.0893050487937,3.314272856448799,12,2024-01-04T07:06:29.875,20.258956827347085,g,2024-01-07T06:14:33.438,19.89875624100723,i,2024-01-07T06:14:33.438,19.89875624100723,i,1500p032_8556,150.089247380043,3.31424096486633,18.036390244960785,17.432504892349243,16.879119277000427,None,None
A202401041001043p031506,10:01:04.255 +03:15:05.755,150.2677327946082,3.251598679418044,150.2677243011564,3.251614948092535,12,2024-01-04T07:06:29.875,22.538904727756925,g,2024-01-04T07:13:38.011,22.091021134997533,i,2024-01-07T06:14:33.438,22.313180822350894,i,1503p032_3858,150.2677061760579,3.251550826086275,21.843226328492165,21.298957467079163,21.013337075710297,nan,nan
A202401040958150p012431,09:58:15.008 +01:24:30.839,149.5625356223127,1.408566494118665,149.562526979744,1.408561144018196,12,2024-01-04T07:17:42.690,20.94271866444594,g,2024-01-04T07:26:46.312,20.7480399878954,i,2024-01-07T06:25:45.385,20.76043454220055,i,1496p015_4692,149.5624700567417,1.408537244070359,20.060884058475494,18.939216136932373,18.173406422138214,None,None
