objid,skycoord_obj,ra_obj,dec_obj,ra_obj_maxSNR,dec_obj_maxSNR,num_alert,date_first_alert,mag_first_alert,filter_first_alert,date_peak_alert,mag_peak_alert,filter_peak_alert,date_last_alert,mag_last_alert,filter_last_alert,lsdr9_id.pseudo_host,lsdr9_ra.pseudo_host,lsdr9_dec.pseudo_host,lsdr9_gmag.pseudo_host,lsdr9_rmag.pseudo_host,lsdr9_zmag.pseudo_host,z.pseudo_host,e_z.pseudo_host
T202401040957474p022749,09:57:47.413 +02:27:49.396,149.4475557566255,2.463721312191092,149.4475581749197,2.463743949512596,8,2024-01-04T07:23:03.976,23.279264700078983,r,2024-01-10T05:43:30.846,23.113612466845883,r,2024-02-09T05:17:17.578,23.677259806220334,r,1493p025_15122,149.4484706807324,2.463350707352268,19.06064212322235,18.363505005836487,17.89978951215744,None,None
T202402060954113p021303,09:54:11.339 +02:13:03.230,148.5472468658526,2.217563940458941,148.5472013082857,2.217572702423837,8,2024-02-06T05:50:22.900,23.381725445776368,r,2024-02-09T05:15:37.552,22.752228677949375,r,2024-02-09T05:20:58.593,22.834452638635064,i,1486p022_2781,148.5482574649563,2.216938824136472,nan,25.458504557609558,23.326500803232193,nan,nan
T202401040956277p025058,09:56:27.682 +02:50:57.652,149.1153446088371,2.849347899269981,149.1153292968949,2.849289037523934,5,2024-01-04T07:10:13.339,23.21498534373543,r,2024-01-04T07:13:38.011,22.76893368456166,i,2024-01-13T06:06:01.119,23.214542856058227,i,1491p027_5716,149.1156641476473,2.849268270099965,23.460587188601494,21.933279000222683,20.906416475772858,nan,nan
A202401100959084p034424,09:59:08.414 +03:44:24.215,149.7850585103612,3.740059882009022,149.7850511207251,3.740028332640601,7,2024-01-10T05:28:39.299,23.524367006548708,g,2024-01-10T05:32:23.313,23.38907150518459,r,2024-01-13T06:04:20.788,23.744245419875035,r,1498p037_5692,149.7850468443072,3.740003450648863,24.298393428325653,24.053588807582855,23.988976925611496,nan,nan
A202401041000297p022130,10:00:29.685 +02:21:29.861,150.123688773023,2.358294923265241,150.1237163300425,2.358280130362789,77,2024-01-04T07:06:29.875,22.55100389945823,g,2024-02-06T06:38:34.918,22.2001774247262,g,2024-02-09T05:32:04.958,22.8699957204267,i,1501p022_10323,150.1236528653153,2.358252859725423,21.0915806889534,20.65737009048462,19.971480667591095,None,None
T202401040958146p021811,09:58:14.581 +02:18:11.447,149.5607552503814,2.303179821749235,149.5607639096038,2.303207676316358,52,2024-01-04T07:10:13.339,22.919360061977258,r,2024-01-04T07:26:46.312,22.33961491576553,i,2024-02-09T05:20:58.593,23.12944011998595,i,1496p022_4544,149.5574928761357,2.304666827200886,22.24767915904522,21.668547093868256,20.47585278749466,nan,nan
A202401040957345p005754,09:57:34.451 +00:57:54.286,149.393547212418,0.9650796744895708,149.3935527569739,0.9650700094151757,50,2024-01-04T07:17:42.690,21.410997544457913,g,2024-01-04T07:19:32.522,21.32821771156432,g,2024-02-09T05:20:58.593,22.58252269236131,i,1493p010_8294,149.3935029069396,0.9650311222177697,21.008510887622833,20.513914227485657,20.046662092208862,None,None
A202402061000293p021754,10:00:29.328 +02:17:54.401,150.1222013489287,2.298444900209439,150.1221945269793,2.298466399640948,42,2024-02-06T05:42:35.126,21.715863080737574,g,2024-02-06T06:42:07.031,21.297085156367288,i,2024-02-09T05:32:04.958,21.498584270274705,i,1501p022_10218,150.122138438234,2.298435497689552,20.46260714530945,19.050158262252808,18.302195370197296,None,None
T202401041000574p031359,10:00:57.375 +03:13:59.463,150.2390663638264,3.233184175521914,150.2390206065376,3.233217899938169,49,2024-01-04T07:08:22.086,22.27740769512203,g,2024-01-07T06:12:32.315,22.240733050357235,i,2024-02-09T05:09:55.114,22.56991147605064,i,1503p032_2155,150.2384078152847,3.233179708982714,23.693615049123764,23.031447157263756,21.290685087442398,nan,nan
T202401040959206p014201,09:59:20.606 +01:42:01.256,149.8358592412339,1.700349043642714,149.8358712428155,1.700337265683931,41,2024-01-04T07:17:42.690,22.764852218047082,g,2024-01-04T07:17:42.690,22.764852218047082,g,2024-01-16T06:21:11.289,23.498416860036652,r,1498p017_6878,149.8349881622538,1.701922753226476,25.591734051704407,25.088730454444885,25.225027799606323,nan,nan
A202401040955077p022241,09:55:07.675 +02:22:40.964,148.7819821184329,2.378045562735406,148.7818954011849,2.378085977118753,44,2024-01-04T07:19:32.522,23.116319652930237,g,2024-01-16T06:24:34.080,21.558521195020788,i,2024-02-09T05:20:58.593,21.76329157171689,i,1488p025_1861,148.782038762813,2.378054389356197,19.10288095474243,18.490166068077087,18.020155429840088,None,None
T202401041001530p014915,10:01:53.033 +01:49:14.513,150.4709738511178,1.820698160181787,150.4710029201127,1.820653622962646,44,2024-01-04T07:28:49.247,23.089851036354126,g,2024-01-04T07:34:15.335,22.277571430059478,r,2024-02-09T05:32:04.958,23.13558771431153,i,1503p017_15628,150.4708503272978,1.821167890781276,24.62115377187729,24.337124526500702,23.632787615060806,nan,nan
T202402060957522p022817,09:57:52.160 +02:28:16.671,149.4673343242712,2.471297524302589,149.4673411338528,2.471289305483324,40,2024-02-06T05:42:35.126,22.541286461193,g,2024-02-06T06:26:02.568,22.285792315125427,g,2024-02-09T05:20:58.593,22.739958611313085,i,1493p025_16524,149.4672915947303,2.47174008546247,21.103207170963287,20.299455225467682,19.911699891090393,None,None
