sn name,index,hemisphere,ra,dec,sn_z,host_ra,host_dec,program,priority
ZTF18abvndcc,1.0,south,254.9629205123077,16.572140410769233,-9999.0,254.965247985,16.5733434407,SNe_Ia,4.0
ZTF18abvndcc,2.0,south,254.9629205123077,16.572140410769233,-9999.0,254.964077519,16.5747739738,SNe_Ia,4.0
ZTF18abvnqkx,1.0,south,258.71339798,21.33343874,-9999.0,258.713296116,21.333519066,SNe_Ia,4.0
ZTF18abvnqqk,1.0,north,271.62409542999995,42.00816299,-9999.0,271.624096034,42.0080566676,SNe_Ia,4.0
ZTF18abvnsov,1.0,south,308.78137444444445,-0.17944785555555556,-9999.0,308.781518609,-0.177565112891,SNe_Ia,5.0
ZTF18abvpiim,1.0,south,310.73355,6.22359,-9999.0,310.725018211,6.22359811197,RCF,3.0
ZTF18abvpiim,2.0,south,310.73355,6.22359,-9999.0,310.736194225,6.22352044594,RCF,3.0
ZTF18abvpiim,3.0,south,310.73355,6.22359,-9999.0,310.723287927,6.21379179201,RCF,3.0
ZTF18abvplrk,1.0,south,347.38329602,-12.559285899999999,-9999.0,347.383302468,-12.5593065583,SNe_Ia,5.0
ZTF18abvplrk,2.0,south,347.38329602,-12.559285899999999,-9999.0,347.383786507,-12.5584353567,SNe_Ia,5.0
ZTF18abvpuag,1.0,south,341.5032203857143,31.9051775,-9999.0,341.502772096,31.9053160368,SNe_Ia,4.0
ZTF18abvreuv,1.0,south,21.1937566,-25.302720899999997,-9999.0,21.1928050548,-25.3020778897,SNe_Ia,5.0
ZTF18abvrsky,1.0,south,24.922888094444453,12.783045822222226,-9999.0,24.9241570351,12.7846239206,SNe_Ia,4.0
ZTF18abvrsky,2.0,south,24.922888094444453,12.783045822222226,-9999.0,24.9177849005,12.7861411286,SNe_Ia,4.0
ZTF18abvrsky,3.0,south,24.922888094444453,12.783045822222226,-9999.0,24.9260704458,12.7884367829,SNe_Ia,4.0
ZTF18abvtcve,1.0,south,69.09285986,-10.3761186,-9999.0,69.0926666667,-10.3760555556,SNe_Ia,3.0
ZTF18abvtcyi,1.0,south,67.380196006,-11.031004456000003,0.066,67.3782716674,-11.0310726594,SNe_Ia,4.0
ZTF18abvtfby,1.0,north,119.21816763333332,76.70699546666667,-9999.0,119.253208811,76.7054508728,SNe_Ia,4.0
ZTF18abvtfby,2.0,north,119.21816763333332,76.70699546666667,-9999.0,119.207938634,76.695119689,SNe_Ia,4.0
ZTF18abvtfby,3.0,north,119.21816763333332,76.70699546666667,-9999.0,119.187939831,76.6962667506,SNe_Ia,4.0
ZTF18abvtoob,1.0,north,98.3933188,43.277193114285716,-9999.0,98.3924037756,43.2749148207,SNe_Ia,5.0
ZTF18abvtoob,2.0,north,98.3933188,43.277193114285716,-9999.0,98.3895548751,43.2876108409,SNe_Ia,5.0
ZTF18abvttfl,1.0,north,136.4673,51.06065,0.0606,136.466404285,51.0604147786,RCF,3.0
ZTF18abvttnr,1.0,north,141.97467929621618,51.14536594594593,-9999.0,141.983590295,51.1435942568,SNe_Ia,3.0
ZTF18abvttnr,2.0,north,141.97467929621618,51.14536594594593,-9999.0,141.983437035,51.1498530342,SNe_Ia,3.0
ZTF18abvttnr,3.0,north,141.97467929621618,51.14536594594593,-9999.0,141.989991118,51.1454359878,SNe_Ia,3.0
ZTF18abvvmvw,1.0,north,249.36111170000004,72.01941533333333,-9999.0,249.362609658,72.0194888952,SNe_Ia,5.0
ZTF18abvvokw,1.0,north,272.91513876,52.81812098,-9999.0,272.930057884,52.8173816631,SNe_Ia,5.0
ZTF18abvvokw,2.0,north,272.91513876,52.81812098,-9999.0,272.921528231,52.8327170145,SNe_Ia,5.0
ZTF18abvvokw,3.0,north,272.91513876,52.81812098,-9999.0,272.910010425,52.8192867928,SNe_Ia,5.0
ZTF18abvvptb,1.0,north,290.01490888,56.69989207,-9999.0,290.01567207,56.6998604575,SNe_Ia,5.0
ZTF18abvvptb,2.0,north,290.01490888,56.69989207,-9999.0,290.009070416,56.700659476,SNe_Ia,5.0
ZTF18abvvptb,3.0,north,290.01490888,56.69989207,-9999.0,290.006736113,56.7007211954,SNe_Ia,5.0
ZTF18abvvqtf,1.0,north,292.4973298428572,56.43731618571428,-9999.0,292.499488825,56.4384001008,SNe_Ia,5.0
ZTF18abvwpnt,1.0,south,318.40151000000003,-5.84245,-9999.0,318.401978931,-5.83985480501,RCF,3.0
ZTF18abvwpnt,2.0,south,318.40151000000003,-5.84245,-9999.0,318.394879366,-5.84421941991,RCF,3.0
ZTF18abvwpnt,3.0,south,318.40151000000003,-5.84245,-9999.0,318.397925532,-5.83323450626,RCF,3.0
ZTF18abvwqtp,1.0,south,321.1452,-11.52313,0.116,321.140422699,-11.5236205656,RCF,3.0
ZTF18abvwqtp,2.0,south,321.1452,-11.52313,0.116,321.149689234,-11.5286581877,RCF,3.0
ZTF18abvwrxu,1.0,south,331.0330791076923,-8.956873199999997,-9999.0,331.033134254,-8.95691387459,SNe_Ia,3.0
ZTF18abvxoyo,1.0,south,2.2513181615384608,-1.748080792307692,-9999.0,2.25132612258,-1.74804491851,SNe_Ia,5.0
ZTF18abvyeod,1.0,north,5.20448,0.37461,-9999.0,5.20849508687,0.378432490721,RCF,3.0
ZTF18abvyeod,2.0,north,5.20448,0.37461,-9999.0,5.20342684702,0.376525301669,RCF,3.0
ZTF18abvyeod,3.0,north,5.20448,0.37461,-9999.0,5.20490036119,0.38585679455,RCF,3.0
ZTF18abvyvlr,1.0,south,27.279051214285715,28.302730250000003,-9999.0,27.2786244905,28.3009992182,SNe_Ia,5.0
ZTF18abvyvlr,2.0,south,27.279051214285715,28.302730250000003,-9999.0,27.2813679546,28.3085820563,SNe_Ia,5.0
ZTF18abwacbg,1.0,south,36.672059999999995,6.869739999999999,-9999.0,36.6672962126,6.8720956034,RCF,3.0
ZTF18abwacbg,2.0,south,36.672059999999995,6.869739999999999,-9999.0,36.6782213514,6.88486625917,RCF,3.0
ZTF18abwacbg,3.0,south,36.672059999999995,6.869739999999999,-9999.0,36.6686941948,6.86681649292,RCF,3.0
ZTF18abwatvb,1.0,south,38.14308,8.12982,-9999.0,38.143440263,8.13024476532,RCF,3.0
ZTF18abwatvb,2.0,south,38.14308,8.12982,-9999.0,38.1422353033,8.13022689728,RCF,3.0
ZTF18abwatvb,3.0,south,38.14308,8.12982,-9999.0,38.1430179258,8.13134041581,RCF,3.0
ZTF18abwbjev,1.0,south,69.56201555000001,-12.287397407142858,-9999.0,69.5612390727,-12.2884689168,SNe_Ia,3.0
ZTF18abwbkjx,1.0,south,71.04216590000001,-3.452315,-9999.0,71.0473938362,-3.45565632821,SNe_Ia,4.0
ZTF18abwbkjx,2.0,south,71.04216590000001,-3.452315,-9999.0,71.03752366,-3.4510115754,SNe_Ia,4.0
ZTF18abwbkjx,3.0,south,71.04216590000001,-3.452315,-9999.0,71.0393087378,-3.45213328008,SNe_Ia,4.0
ZTF18abwckzf,1.0,south,126.82555,10.99925,0.087,126.825087559,10.9996357018,RCF,5.0
ZTF18abwclem,1.0,south,130.68698,10.69515,0.06,130.687149335,10.6945560311,RCF,4.0
ZTF18abwcooy,1.0,north,198.43582,51.25737,0.05,198.435573765,51.2572341776,RCF,4.0
ZTF18abwfcfy,1.0,south,4.77035404,22.89699118,-9999.0,4.7704937658,22.8889590332,SNe_Ia,4.0
ZTF18abwfcfy,2.0,south,4.77035404,22.89699118,-9999.0,4.77669473591,22.8842552263,SNe_Ia,4.0
ZTF18abwfcfy,3.0,south,4.77035404,22.89699118,-9999.0,4.76088421893,22.8990826147,SNe_Ia,4.0
ZTF18abwgaek,1.0,south,3.81371947,3.3911700600000003,-9999.0,3.8137284328,3.39117806307,SNe_Ia,4.0
ZTF18abwgaek,2.0,south,3.81371947,3.3911700600000003,-9999.0,3.81204595739,3.39122781411,SNe_Ia,4.0
ZTF18abwhsnx,1.0,south,359.4925603555555,29.805027388888888,-9999.0,359.493216914,29.805269367,SNe_Ia,4.0
ZTF18abwizer,1.0,south,19.354997040000004,14.303449304,-9999.0,19.3550127284,14.303451712,SNe_Ia,4.0
ZTF18abwkgvf,1.0,south,27.0201703875,-6.795977075,0.11,27.0198574415,-6.79620963485,SNe_Ia,5.0
ZTF18abwkgvf,2.0,south,27.0201703875,-6.795977075,0.11,27.0244599187,-6.79585235267,SNe_Ia,5.0
ZTF18abwkhjf,1.0,south,36.358679542857146,-14.312228814285715,-9999.0,36.3582756545,-14.3120157801,SNe_Ia,5.0
ZTF18abwkhva,1.0,south,56.804196422222226,-14.492208300000005,-9999.0,56.8042199196,-14.4923565671,SNe_Ia,4.0
ZTF18abwkhzv,1.0,south,38.294263271999995,-9.161358948,-9999.0,38.2990738913,-9.16270611219,SNe_Ia,4.0
ZTF18abwkxgo,1.0,north,97.36881566274508,58.09081072941177,-9999.0,97.3688629472,58.0907918502,SNe_Ia,4.0
ZTF18abwlaes,1.0,north,96.69335606,44.0788521,-9999.0,96.6847200663,44.0772389696,SNe_Ia,4.0
ZTF18abwlaes,2.0,north,96.69335606,44.0788521,-9999.0,96.7066423084,44.0758910708,SNe_Ia,4.0
ZTF18abwlpzf,1.0,north,273.8985936555556,34.761014188888886,-9999.0,273.898735947,34.7609343703,SNe_Ia,5.0
ZTF18abwlpzf,2.0,north,273.8985936555556,34.761014188888886,-9999.0,273.901737578,34.7586860625,SNe_Ia,5.0
ZTF18abwmuua,1.0,north,249.6433,31.87302,0.0642,249.643401339,31.8729573413,RCF,5.0
ZTF18abwnmma,1.0,south,330.26307963333335,-0.8835318333333335,-9999.0,330.265110624,-0.88559559127,SNe_Ia,3.0
ZTF18abwnsoc,1.0,north,280.8567554125,72.12387712499998,0.1,280.8538461,72.1244641654,SNe_Ia,5.0
ZTF18abwnsoc,2.0,north,280.8567554125,72.12387712499998,0.1,280.870512533,72.1208901372,SNe_Ia,5.0
ZTF18abwpddc,1.0,south,354.07572348,-14.78853124,-9999.0,354.075528469,-14.7882475256,SNe_Ia,5.0
ZTF18abwpfja,1.0,south,347.33444135999986,0.7564926600000001,-9999.0,347.334458333,0.7565,SNe_Ia,3.0
ZTF18abwppax,1.0,south,1.4562391772727272,10.377107927272727,-9999.0,1.45533038831,10.3801992515,SNe_Ia,3.0
ZTF18abwppax,2.0,south,1.4562391772727272,10.377107927272727,-9999.0,1.44530111478,10.3740813936,SNe_Ia,3.0
ZTF18abwppax,3.0,south,1.4562391772727272,10.377107927272727,-9999.0,1.45560302823,10.3806878124,SNe_Ia,3.0
ZTF18abwqgsc,1.0,south,28.91676465,-4.22222324,-9999.0,28.9165883518,-4.22303137367,SNe_Ia,5.0
ZTF18abwqgsg,1.0,south,26.25712,-2.11416,-9999.0,26.2574040288,-2.11202252317,RCF,3.0
ZTF18abwqgsg,2.0,south,26.25712,-2.11416,-9999.0,26.2588054185,-2.115438277,RCF,3.0
ZTF18abwqgsg,3.0,south,26.25712,-2.11416,-9999.0,26.2611039571,-2.11040390132,RCF,3.0
ZTF18abwsrrl,1.0,north,104.53716688333333,47.80155365,-9999.0,104.537389958,47.8017225961,SNe_Ia,4.0
ZTF18abwtanp,1.0,south,54.80700355,-17.600237266666667,-9999.0,54.8070898117,-17.6002217124,SNe_Ia,3.0
ZTF18abwtanp,2.0,south,54.80700355,-17.600237266666667,-9999.0,54.8062345091,-17.6035820752,SNe_Ia,3.0
ZTF18abwtanp,3.0,south,54.80700355,-17.600237266666667,-9999.0,54.8125366396,-17.6018060115,SNe_Ia,3.0
ZTF18abwtfsh,1.0,north,104.818541175,45.4795677625,-9999.0,104.819600602,45.4793067099,SNe_Ia,5.0
ZTF18abwtops,1.0,north,281.4866921,36.402657616666666,0.11,281.487218401,36.4014829866,SNe_Ia,5.0
ZTF18abwucqs,1.0,north,280.8154335217057,65.29802311627914,-9999.0,280.82401344,65.3072990338,SNe_Ia,4.0
ZTF18abwucqs,2.0,north,280.8154335217057,65.29802311627914,-9999.0,280.821781919,65.2981056637,SNe_Ia,4.0
ZTF18abwucqs,3.0,north,280.8154335217057,65.29802311627914,-9999.0,280.808248691,65.2984419527,SNe_Ia,4.0
ZTF18abwwflx,1.0,south,313.21791651818177,-6.2450053999999975,-9999.0,313.217242768,-6.24692528116,SNe_Ia,4.0
ZTF18abwwflx,2.0,south,313.21791651818177,-6.2450053999999975,-9999.0,313.21427593,-6.24451462621,SNe_Ia,4.0
ZTF18abwwflx,3.0,south,313.21791651818177,-6.2450053999999975,-9999.0,313.21166411,-6.24910760621,SNe_Ia,4.0
ZTF18abwxbmh,1.0,south,12.8959873,29.401300516666666,-9999.0,12.895875,29.40125,SNe_Ia,3.0
ZTF18abwxerk,1.0,south,10.18866275,-16.021563133333334,-9999.0,10.1855284953,-16.0142374176,SNe_Ia,3.0
ZTF18abwxerk,2.0,south,10.18866275,-16.021563133333334,-9999.0,10.1741936645,-16.0248627352,SNe_Ia,3.0
ZTF18abwxerk,3.0,south,10.18866275,-16.021563133333334,-9999.0,10.1911508994,-16.0216933701,SNe_Ia,3.0
ZTF18abwzedh,1.0,south,30.485835630000004,20.38327318,-9999.0,30.4870283553,20.3845058617,SNe_Ia,5.0
ZTF18abwzedh,2.0,south,30.485835630000004,20.38327318,-9999.0,30.485821878,20.3823660347,SNe_Ia,5.0
ZTF18abwzedh,3.0,south,30.485835630000004,20.38327318,-9999.0,30.4902839944,20.3854971031,SNe_Ia,5.0
ZTF18abxaxre,1.0,south,52.67012389999999,-3.137963033333333,-9999.0,52.67025,-3.13767,SNe_Ia,4.0
ZTF18abxbmks,1.0,south,125.21336411,23.89589811166667,-9999.0,125.213051938,23.891377926,SNe_Ia,3.0
ZTF18abxbmks,2.0,south,125.21336411,23.89589811166667,-9999.0,125.211953042,23.8986272257,SNe_Ia,3.0
ZTF18abxbmks,3.0,south,125.21336411,23.89589811166667,-9999.0,125.217646583,23.8979084864,SNe_Ia,3.0
ZTF18abxbmqr,1.0,north,153.67970241869932,58.29538246504064,-9999.0,153.678204078,58.2951626167,SNe_Ia,4.0
ZTF18abxbmqr,2.0,north,153.67970241869932,58.29538246504064,-9999.0,153.701886306,58.2984322965,SNe_Ia,4.0
ZTF18abxbnvq,1.0,north,127.863028136,48.54803558000001,-9999.0,127.862994833,48.5480415612,SNe_Ia,4.0
ZTF18abxbnvq,2.0,north,127.863028136,48.54803558000001,-9999.0,127.864836204,48.5478514345,SNe_Ia,4.0
ZTF18abxbugc,1.0,north,157.05615,79.34035,0.036,157.050623628,79.3401811915,RCF,5.0
ZTF18abxdjbg,1.0,south,316.22381182,16.54366796,-9999.0,316.22658294,16.5292966362,SNe_Ia,4.0
ZTF18abxdjbg,2.0,south,316.22381182,16.54366796,-9999.0,316.231775768,16.5483985461,SNe_Ia,4.0
ZTF18abxdjbg,3.0,south,316.22381182,16.54366796,-9999.0,316.229065574,16.5539132015,SNe_Ia,4.0
ZTF18abxdkny,1.0,north,284.0465065111111,78.8652476777778,-9999.0,284.04738856,78.8655281756,SNe_Ia,5.0
ZTF18abxekgy,1.0,south,348.93235638571434,22.53069124285714,-9999.0,348.935221431,22.5372198819,SNe_Ia,4.0
ZTF18abxekgy,2.0,south,348.93235638571434,22.53069124285714,-9999.0,348.931700844,22.5403902075,SNe_Ia,4.0
ZTF18abxfiec,1.0,south,12.118585683333334,-5.365409099999999,0.11,12.1186427749,-5.36540078833,SNe_Ia,5.0
ZTF18abxfjtd,1.0,south,12.650580849999995,4.156732421428571,-9999.0,12.6542235076,4.15923445374,SNe_Ia,4.0
ZTF18abxfjtd,2.0,south,12.650580849999995,4.156732421428571,-9999.0,12.6537063155,4.15830598802,SNe_Ia,4.0
ZTF18abxfjtd,3.0,south,12.650580849999995,4.156732421428571,-9999.0,12.644259224,4.1582975487,SNe_Ia,4.0
ZTF18abxftqm,1.0,south,16.890060000000002,23.47622,0.088,16.890135645,23.4761865527,RCF,3.0
ZTF18abxftqm,2.0,south,16.890060000000002,23.47622,0.088,16.9051379851,23.4792523431,RCF,3.0
ZTF18abxhzbb,1.0,north,12.004469466666668,41.67059565,-9999.0,10.6847916667,41.2690555556,SNe_Ia,5.0
ZTF18abxmxtq,1.0,south,19.75782739333333,22.64112684,-9999.0,19.7579518879,22.6412907569,SNe_Ia,3.0
ZTF18abxowsj,1.0,south,15.827428428571427,5.853464685714287,-9999.0,15.8186811393,5.85296149729,SNe_Ia,4.0
ZTF18abxowsj,2.0,south,15.827428428571427,5.853464685714287,-9999.0,15.8236812599,5.86807568247,SNe_Ia,4.0
ZTF18abxowsj,3.0,south,15.827428428571427,5.853464685714287,-9999.0,15.8168299367,5.85663476273,SNe_Ia,4.0
ZTF18abxqgtt,1.0,south,25.49833966,-20.6075406,-9999.0,25.498292631,-20.6075947404,SNe_Ia,3.0
ZTF18abxrngw,1.0,south,24.31267,-12.353439999999999,-9999.0,24.3147815207,-12.3525704861,RCF,3.0
ZTF18abxroxl,1.0,south,24.58952,3.4898,0.06,24.5888292306,3.49016253862,RCF,4.0
ZTF18abxslgc,1.0,south,35.05714955,8.205140333333334,-9999.0,35.0572221204,8.20535883412,SNe_Ia,4.0
ZTF18abxufqz,1.0,south,58.18435821666666,-12.320473216666667,-9999.0,58.1914969502,-12.3229944989,SNe_Ia,4.0
ZTF18abxufqz,2.0,south,58.18435821666666,-12.320473216666667,-9999.0,58.1806373826,-12.3253621665,SNe_Ia,4.0
ZTF18abxufqz,3.0,south,58.18435821666666,-12.320473216666667,-9999.0,58.1741109726,-12.3140037683,SNe_Ia,4.0
ZTF18abxumzx,1.0,north,119.7893365625,64.62808246249999,-9999.0,119.789969216,64.6281367289,SNe_Ia,5.0
ZTF18abxvolr,1.0,south,105.78157,22.05251,-9999.0,105.778700949,22.066580435,RCF,3.0
ZTF18abxvolr,2.0,south,105.78157,22.05251,-9999.0,105.784595415,22.0557427275,RCF,3.0
ZTF18abxvolr,3.0,south,105.78157,22.05251,-9999.0,105.783127288,22.0645042842,RCF,3.0
ZTF18abxvvzg,1.0,south,61.65808236666666,-6.6974642666666675,-9999.0,61.6528713301,-6.70290875944,SNe_Ia,4.0
ZTF18abxvvzg,2.0,south,61.65808236666666,-6.6974642666666675,-9999.0,61.6537124468,-6.69128516487,SNe_Ia,4.0
ZTF18abxvvzg,3.0,south,61.65808236666666,-6.6974642666666675,-9999.0,61.6534862529,-6.70871665871,SNe_Ia,4.0
ZTF18abxvwca,1.0,south,66.30183410000001,-3.500982571428572,-9999.0,66.297988858,-3.50318395954,SNe_Ia,5.0
ZTF18abxwfhv,1.0,south,61.29012751666667,-0.9604469333333332,-9999.0,61.2962178219,-0.97458507499,SNe_Ia,4.0
ZTF18abxwfhv,2.0,south,61.29012751666667,-0.9604469333333332,-9999.0,61.286773931,-0.975492338066,SNe_Ia,4.0
ZTF18abxwfhv,3.0,south,61.29012751666667,-0.9604469333333332,-9999.0,61.299237991,-0.970073198022,SNe_Ia,4.0
ZTF18abxwrxj,1.0,north,274.0387742714285,41.442736214285716,-9999.0,274.038848559,41.442630311,SNe_Ia,4.0
ZTF18abxyuam,1.0,south,327.39859186,11.10727476,-9999.0,327.392001005,11.108405568,SNe_Ia,4.0
ZTF18abxyuam,2.0,south,327.39859186,11.10727476,-9999.0,327.41484785,11.1036675032,SNe_Ia,4.0
ZTF18abxyuam,3.0,south,327.39859186,11.10727476,-9999.0,327.39609102,11.1157718195,SNe_Ia,4.0
ZTF18abxzatm,1.0,south,342.47028752000006,27.159296906666665,-9999.0,342.469351873,27.1620197731,SNe_Ia,5.0
ZTF18abxzatm,2.0,south,342.47028752000006,27.159296906666665,-9999.0,342.475987931,27.1595408955,SNe_Ia,5.0
ZTF18abxzatm,3.0,south,342.47028752000006,27.159296906666665,-9999.0,342.456855114,27.1679494627,SNe_Ia,5.0
ZTF18abxzbdj,1.0,south,346.51866443999984,17.49151056,-9999.0,346.527489594,17.4811798002,SNe_Ia,4.0
ZTF18abxzbdj,2.0,south,346.51866443999984,17.49151056,-9999.0,346.525278911,17.48213146,SNe_Ia,4.0
ZTF18abxzbdj,3.0,south,346.51866443999984,17.49151056,-9999.0,346.509363868,17.4918228885,SNe_Ia,4.0
ZTF18abyadtx,1.0,north,6.508125849999999,-0.9956625375,-9999.0,6.50776410638,-0.996139925087,SNe_Ia,5.0
ZTF18abyaxyu,1.0,south,10.088193156249998,21.2763306875,-9999.0,10.0879590028,21.2770573362,SNe_Ia,4.0
ZTF18abybuhw,1.0,north,359.34131336,0.43496582,-9999.0,359.340674502,0.435154373109,SNe_Ia,4.0
ZTF18abybzfb,1.0,south,357.68027586,30.348615180000003,-9999.0,357.684669061,30.3563179891,SNe_Ia,5.0
ZTF18abybzfb,2.0,south,357.68027586,30.348615180000003,-9999.0,357.679021883,30.3615759372,SNe_Ia,5.0
ZTF18abybzfb,3.0,south,357.68027586,30.348615180000003,-9999.0,357.67408108,30.3417766649,SNe_Ia,5.0
ZTF18abycfpf,1.0,south,39.48001910952381,-6.189781114285713,-9999.0,39.4784198062,-6.1892753413,SNe_Ia,4.0
ZTF18abycnje,1.0,south,27.786297527777766,31.922362079629625,-9999.0,27.7817735356,31.924881643,SNe_Ia,4.0
ZTF18abycnje,2.0,south,27.786297527777766,31.922362079629625,-9999.0,27.7876138822,31.9265289579,SNe_Ia,4.0
ZTF18abycnje,3.0,south,27.786297527777766,31.922362079629625,-9999.0,27.7819827154,31.9231065305,SNe_Ia,4.0
ZTF18abyebew,1.0,south,53.397749148571435,-5.206260411428572,-9999.0,53.3979729126,-5.2073925764,SNe_Ia,4.0
ZTF18abyfvfr,1.0,north,256.28755148,39.77904992,-9999.0,256.287396157,39.7791399143,SNe_Ia,4.0
ZTF18abyiqud,1.0,south,26.20954,-2.13552,-9999.0,26.2100613505,-2.13841806519,RCF,3.0
ZTF18abyiqud,2.0,south,26.20954,-2.13552,-9999.0,26.2146048817,-2.13959292166,RCF,3.0
ZTF18abyiqud,3.0,south,26.20954,-2.13552,-9999.0,26.2089567035,-2.13820403984,RCF,3.0
ZTF18abyiusv,1.0,south,27.74747527647059,-14.114081341176473,-9999.0,27.7475137692,-14.1141222381,SNe_Ia,5.0
ZTF18abyjfyt,1.0,north,106.80443252000002,64.59969027999999,-9999.0,106.804540631,64.59970026,SNe_Ia,3.0
ZTF18abyjfyt,2.0,north,106.80443252000002,64.59969027999999,-9999.0,106.809480605,64.6006808333,SNe_Ia,3.0
ZTF18abyjfyt,3.0,north,106.80443252000002,64.59969027999999,-9999.0,106.801866174,64.5969036134,SNe_Ia,3.0
ZTF18abyjgaa,1.0,north,93.61764998333337,60.24386278333333,-9999.0,93.6130933122,60.2473409518,SNe_Ia,4.0
ZTF18abyjgaa,2.0,north,93.61764998333337,60.24386278333333,-9999.0,93.6157472957,60.2426342537,SNe_Ia,4.0
ZTF18abyjgaa,3.0,north,93.61764998333337,60.24386278333333,-9999.0,93.5977134273,60.2564740065,SNe_Ia,4.0
ZTF18abykqma,1.0,north,111.24103000000001,40.23066,-9999.0,111.240923784,40.2307789522,RCF,3.0
ZTF18abykqpt,1.0,north,101.88228659999999,37.18720697142857,-9999.0,101.876362172,37.1850587418,SNe_Ia,4.0
ZTF18abykqpt,2.0,north,101.88228659999999,37.18720697142857,-9999.0,101.87537106,37.1876691404,SNe_Ia,4.0
ZTF18abykqpt,3.0,north,101.88228659999999,37.18720697142857,-9999.0,101.872103507,37.1923717762,SNe_Ia,4.0
ZTF18abyloto,1.0,north,137.86588025555557,37.02834284444445,-9999.0,137.864857807,37.0283539827,SNe_Ia,4.0
ZTF18abyloto,2.0,north,137.86588025555557,37.02834284444445,-9999.0,137.863972389,37.0269825352,SNe_Ia,4.0
ZTF18abylozu,1.0,south,267.68309892222226,13.0750819,-9999.0,267.684155926,13.0725347682,SNe_Ia,5.0
ZTF18abylozu,2.0,south,267.68309892222226,13.0750819,-9999.0,267.677442968,13.077771167,SNe_Ia,5.0
ZTF18abylozu,3.0,south,267.68309892222226,13.0750819,-9999.0,267.683313343,13.071778405,SNe_Ia,5.0
ZTF18abylpgr,1.0,south,267.68536394999995,13.231753275,-9999.0,267.67860093,13.2435584494,SNe_Ia,5.0
ZTF18abylpgr,2.0,south,267.68536394999995,13.231753275,-9999.0,267.671320007,13.2390660577,SNe_Ia,5.0
ZTF18abylpgr,3.0,south,267.68536394999995,13.231753275,-9999.0,267.682512711,13.2360336903,SNe_Ia,5.0
ZTF18abymyyh,1.0,south,313.444485,-12.459248989999995,-9999.0,313.437015896,-12.4718771326,SNe_Ia,4.0
ZTF18abymyyh,2.0,south,313.444485,-12.459248989999995,-9999.0,313.446582787,-12.4463481969,SNe_Ia,4.0
ZTF18abymyyh,3.0,south,313.444485,-12.459248989999995,-9999.0,313.433488001,-12.4526348134,SNe_Ia,4.0
ZTF18abyuigb,1.0,north,40.302986280487794,-1.4879112365853664,-9999.0,40.3050118726,-1.48864764161,SNe_Ia,3.0
ZTF18abyuigb,2.0,north,40.302986280487794,-1.4879112365853664,-9999.0,40.2993097991,-1.48662872499,SNe_Ia,3.0
ZTF18abyuigb,3.0,north,40.302986280487794,-1.4879112365853664,-9999.0,40.3065771099,-1.48907697438,SNe_Ia,3.0
ZTF18abyukaz,1.0,south,272.73755,18.75045,-9999.0,272.722216234,18.7503229858,RCF,3.0
ZTF18abyxgeb,1.0,south,41.48220684444443,20.01491612222221,-9999.0,41.4905615149,20.0131025245,SNe_Ia,4.0
ZTF18abyxgeb,2.0,south,41.48220684444443,20.01491612222221,-9999.0,41.47639857,20.0102014323,SNe_Ia,4.0
ZTF18abyxgeb,3.0,south,41.48220684444443,20.01491612222221,-9999.0,41.4897034289,20.0051322944,SNe_Ia,4.0
ZTF18abyxxeq,1.0,south,41.532779999999995,17.638460000000002,-9999.0,41.5343120471,17.6373924867,RCF,3.0
ZTF18abyxxeq,2.0,south,41.532779999999995,17.638460000000002,-9999.0,41.5341996375,17.6469263696,RCF,3.0
ZTF18abyxxeq,3.0,south,41.532779999999995,17.638460000000002,-9999.0,41.5364894835,17.629388477,RCF,3.0
ZTF18abyygxk,1.0,north,152.69028601916668,54.63236527416666,-9999.0,152.738208333,54.63525,SNe_Ia,4.0
ZTF18abyzeub,1.0,north,274.26618179999997,39.228751936363636,-9999.0,274.26441582,39.2281104192,SNe_Ia,4.0
ZTF18abyzlhn,1.0,south,338.20532000000003,-1.85267,0.0557,338.20669572,-1.85109828732,RCF,5.0
ZTF18abyzzft,1.0,south,336.34592589999994,10.9514363,-9999.0,336.346826245,10.9497325615,SNe_Ia,4.0
ZTF18abzboft,1.0,south,71.8364,-5.13718,0.0449,71.8363472499,-5.13726013857,RCF,3.0
ZTF18abzgyxj,1.0,north,113.49100420000002,33.18894245714286,-9999.0,113.492570228,33.1870222759,SNe_Ia,4.0
ZTF18abzgyxj,2.0,north,113.49100420000002,33.18894245714286,-9999.0,113.503274626,33.1828868513,SNe_Ia,4.0
ZTF18abzgyxj,3.0,north,113.49100420000002,33.18894245714286,-9999.0,113.496090217,33.1872010204,SNe_Ia,4.0
ZTF18abzlkmi,1.0,north,98.38138024285715,35.9318032,-9999.0,98.389451874,35.9206688193,SNe_Ia,4.0
ZTF18abzlkmi,2.0,north,98.38138024285715,35.9318032,-9999.0,98.3836060963,35.9296264673,SNe_Ia,4.0
ZTF18abzlkmi,3.0,north,98.38138024285715,35.9318032,-9999.0,98.3865452951,35.9318416753,SNe_Ia,4.0
ZTF18abznqid,1.0,south,338.67771426,-12.68574942,-9999.0,338.679467354,-12.6837978197,SNe_Ia,4.0
ZTF18abzppse,1.0,north,267.74266172222224,37.91658997777778,-9999.0,267.742641086,37.9166123957,SNe_Ia,4.0
ZTF18abzppyb,1.0,north,272.8759208736842,37.82795934561403,-9999.0,272.875651783,37.8278882572,SNe_Ia,4.0
