sn name,index,hemisphere,ra,dec,sn_z,host_ra,host_dec,program,priority
ZTF18aavckyl,3.0,north,261.3549376692308,67.71946454615384,-9999.0,261.330404997,67.7272748941,SNe_Ia,4.0
ZTF18aavclsu,1.0,north,256.957595,68.0126047,-9999.0,256.956184015,68.0027924265,SNe_Ia,4.0
ZTF18aavclsu,2.0,north,256.957595,68.0126047,-9999.0,256.939220107,68.0179258027,SNe_Ia,4.0
ZTF18aavclsu,3.0,north,256.957595,68.0126047,-9999.0,256.926608482,68.010431744,SNe_Ia,4.0
ZTF18aavdoms,1.0,north,275.11586496,38.16718828000001,-9999.0,275.124267437,38.1653108355,SNe_Ia,4.0
ZTF18aavdoms,2.0,north,275.11586496,38.16718828000001,-9999.0,275.105548605,38.1748892611,SNe_Ia,4.0
ZTF18aavdoms,3.0,north,275.11586496,38.16718828000001,-9999.0,275.106442093,38.1571117015,SNe_Ia,4.0
ZTF18aavdruq,1.0,north,266.76192108,59.41213534,-9999.0,266.752504784,59.4165261989,SNe_Ia,4.0
ZTF18aavdruq,2.0,north,266.76192108,59.41213534,-9999.0,266.741226357,59.4156862329,SNe_Ia,4.0
ZTF18aavdruq,3.0,north,266.76192108,59.41213534,-9999.0,266.784697447,59.4067837149,SNe_Ia,4.0
ZTF18aavdtfo,1.0,north,268.59912160588243,58.42873531764707,-9999.0,268.588381032,58.4361955421,SNe_Ia,4.0
ZTF18aavdtfo,2.0,north,268.59912160588243,58.42873531764707,-9999.0,268.593280295,58.4373792136,SNe_Ia,4.0
ZTF18aavdtfo,3.0,north,268.59912160588243,58.42873531764707,-9999.0,268.583162222,58.4185256548,SNe_Ia,4.0
ZTF18aavfepz,1.0,north,290.1623285391304,49.8475657,-9999.0,290.158201375,49.8411704511,SNe_Ia,4.0
ZTF18aavffgy,1.0,north,280.26620047142853,30.819954700000004,-9999.0,280.252189259,30.8171236919,SNe_Ia,4.0
ZTF18aavffgy,2.0,north,280.26620047142853,30.819954700000004,-9999.0,280.254491167,30.8151944013,SNe_Ia,4.0
ZTF18aavftfh,1.0,north,274.50905686,38.21834302,-9999.0,274.495365326,38.2178400694,SNe_Ia,5.0
ZTF18aavftfh,2.0,north,274.50905686,38.21834302,-9999.0,274.503831037,38.2198493258,SNe_Ia,5.0
ZTF18aavftfh,3.0,north,274.50905686,38.21834302,-9999.0,274.506976881,38.2083341229,SNe_Ia,5.0
ZTF18aavgnyh,1.0,north,270.08216737500004,44.3078606125,-9999.0,270.079859892,44.2971941124,SNe_Ia,4.0
ZTF18aavgnyh,2.0,north,270.08216737500004,44.3078606125,-9999.0,270.077655749,44.2969571781,SNe_Ia,4.0
ZTF18aavgnyh,3.0,north,270.08216737500004,44.3078606125,-9999.0,270.070353967,44.3044398296,SNe_Ia,4.0
ZTF18aavgwpe,1.0,north,279.46279233000007,30.06534106,-9999.0,279.44670136,30.0584149978,SNe_Ia,4.0
ZTF18aavgwpe,2.0,north,279.46279233000007,30.06534106,-9999.0,279.461467643,30.0731851612,SNe_Ia,4.0
ZTF18aavgwpe,3.0,north,279.46279233000007,30.06534106,-9999.0,279.454786958,30.0586476955,SNe_Ia,4.0
ZTF18aavgzes,1.0,south,260.35654482727267,22.99082862727273,-9999.0,260.351954077,22.9954903681,SNe_Ia,4.0
ZTF18aavgzes,2.0,south,260.35654482727267,22.99082862727273,-9999.0,260.35222038,22.9944040778,SNe_Ia,4.0
ZTF18aavgzes,3.0,south,260.35654482727267,22.99082862727273,-9999.0,260.349633696,22.9887310362,SNe_Ia,4.0
ZTF18aavhtbn,1.0,south,183.4175969328767,25.86572789178083,-9999.0,183.421314642,25.8635527397,SNe_Ia,3.0
ZTF18aavhtbn,2.0,south,183.4175969328767,25.86572789178083,-9999.0,183.410777394,25.8605482259,SNe_Ia,3.0
ZTF18aavhtbn,3.0,south,183.4175969328767,25.86572789178083,-9999.0,183.419532235,25.8576505892,SNe_Ia,3.0
ZTF18aavhxuy,1.0,north,185.48788112,41.90243989,-9999.0,185.489609649,41.9019078791,SNe_Ia,5.0
ZTF18aavhxuy,2.0,north,185.48788112,41.90243989,-9999.0,185.492649986,41.9034339175,SNe_Ia,5.0
ZTF18aavjcpf,1.0,north,170.81207,61.62888,0.169,170.814078114,61.6291483984,RCF,5.0
ZTF18aavjnfx,1.0,south,248.92819,4.82587,0.06,248.929006009,4.82590884134,RCF,4.0
ZTF18aavjqvm,1.0,north,244.3414276818182,34.806853836363636,-9999.0,244.341759722,34.807170215,SNe_Ia,4.0
ZTF18aavjvga,1.0,south,239.17883999999998,29.813129999999997,0.0842,239.178516924,29.8131906722,RCF,3.0
ZTF18aavmiqf,1.0,north,272.29904143333334,45.4261725,-9999.0,272.302642462,45.4171413939,SNe_Ia,4.0
ZTF18aavmiqf,2.0,north,272.29904143333334,45.4261725,-9999.0,272.314587194,45.4259141964,SNe_Ia,4.0
ZTF18aavmiqf,3.0,north,272.29904143333334,45.4261725,-9999.0,272.297162383,45.4199737967,SNe_Ia,4.0
ZTF18aavmnwy,1.0,north,276.0712742,44.469014877777774,-9999.0,276.055442572,44.4778666709,SNe_Ia,4.0
ZTF18aavmnwy,2.0,north,276.0712742,44.469014877777774,-9999.0,276.078923876,44.4810504219,SNe_Ia,4.0
ZTF18aavmnwy,3.0,north,276.0712742,44.469014877777774,-9999.0,276.071048671,44.4784189444,SNe_Ia,4.0
ZTF18aavmywq,1.0,north,160.05073733333333,45.50611702222222,-9999.0,160.050764958,45.50620948,SNe_Ia,3.0
ZTF18aavmzvt,1.0,north,152.44168354599998,52.57808963400002,-9999.0,152.449163241,52.5777418342,SNe_Ia,4.0
ZTF18aavmzvt,2.0,north,152.44168354599998,52.57808963400002,-9999.0,152.441066357,52.5762334927,SNe_Ia,4.0
ZTF18aavnbym,1.0,south,150.74157018571432,16.039752551428574,-9999.0,150.743127119,16.0405776928,SNe_Ia,3.0
ZTF18aavnbym,2.0,south,150.74157018571432,16.039752551428574,-9999.0,150.739864604,16.038757849,SNe_Ia,3.0
ZTF18aavnbym,3.0,south,150.74157018571432,16.039752551428574,-9999.0,150.741592891,16.0378772478,SNe_Ia,3.0
ZTF18aavohdq,1.0,south,239.62233999999998,27.2872,0.089,239.625120323,27.2805056545,RCF,3.0
ZTF18aavoyoq,1.0,north,273.66553999999996,50.30966,-9999.0,273.670945885,50.3126282526,RCF,3.0
ZTF18aavoyoq,2.0,north,273.66553999999996,50.30966,-9999.0,273.686319602,50.3057553382,RCF,3.0
ZTF18aavoyoq,3.0,north,273.66553999999996,50.30966,-9999.0,273.661216519,50.3116416802,RCF,3.0
ZTF18aavqadc,1.0,north,234.95032999999998,61.232319999999994,-9999.0,234.950384165,61.23231154,RCF,3.0
ZTF18aavribu,1.0,north,187.01840987777786,51.44623661111112,-9999.0,187.018284949,51.4462682157,SNe_Ia,4.0
ZTF18aavriwy,1.0,north,198.1158180625,45.05682573750001,-9999.0,198.115669875,45.0566121062,SNe_Ia,4.0
ZTF18aavrjgf,1.0,north,197.9709341,51.6921577,-9999.0,197.961151395,51.7053184439,SNe_Ia,4.0
ZTF18aavrjgf,2.0,north,197.9709341,51.6921577,-9999.0,197.983283039,51.6949736094,SNe_Ia,4.0
ZTF18aavrjgf,3.0,north,197.9709341,51.6921577,-9999.0,197.985849591,51.6969527744,SNe_Ia,4.0
ZTF18aavrmcg,1.0,north,165.6262,55.59883000000001,0.0795,165.626731394,55.5986741346,RCF,5.0
ZTF18aavsawu,1.0,south,202.43335058837206,16.03822868604651,-9999.0,202.431360632,16.0405498195,SNe_Ia,4.0
ZTF18aavsawu,2.0,south,202.43335058837206,16.03822868604651,-9999.0,202.434129405,16.0416698187,SNe_Ia,4.0
ZTF18aavsawu,3.0,south,202.43335058837206,16.03822868604651,-9999.0,202.435788402,16.0318517915,SNe_Ia,4.0
ZTF18aavscmw,1.0,north,233.91352153333332,56.73512122916665,-9999.0,233.908270513,56.7350225165,SNe_Ia,3.0
ZTF18aavscmw,2.0,north,233.91352153333332,56.73512122916665,-9999.0,233.916467328,56.7287008767,SNe_Ia,3.0
ZTF18aavscmw,3.0,north,233.91352153333332,56.73512122916665,-9999.0,233.901223593,56.7433570626,SNe_Ia,3.0
ZTF18aavsjss,1.0,south,210.15641904,22.90013116,-9999.0,210.156439304,22.900136814,SNe_Ia,4.0
ZTF18aavskea,1.0,south,226.03532644285718,14.523122242857143,-9999.0,226.043325189,14.5308408909,SNe_Ia,4.0
ZTF18aavskea,2.0,south,226.03532644285718,14.523122242857143,-9999.0,226.035344841,14.5167572646,SNe_Ia,4.0
ZTF18aavskea,3.0,south,226.03532644285718,14.523122242857143,-9999.0,226.028060959,14.5233105903,SNe_Ia,4.0
ZTF18aavskep,1.0,south,232.10902000000002,8.80616,0.046,232.108974156,8.80631763257,RCF,5.0
ZTF18aavskhe,1.0,south,231.8963103242425,6.2857564409090925,-9999.0,231.900343017,6.28649952293,SNe_Ia,3.0
ZTF18aavskhe,2.0,south,231.8963103242425,6.2857564409090925,-9999.0,231.893948302,6.29016325303,SNe_Ia,3.0
ZTF18aavskhe,3.0,south,231.8963103242425,6.2857564409090925,-9999.0,231.897189967,6.28890485476,SNe_Ia,3.0
ZTF18aavskyg,1.0,south,233.30956,15.017520000000001,0.0911,233.306852687,15.0235595128,RCF,3.0
ZTF18aavsoed,1.0,north,236.17898390909087,50.28648405636364,-9999.0,236.199379464,50.2823338685,SNe_Ia,3.0
ZTF18aavsoed,2.0,north,236.17898390909087,50.28648405636364,-9999.0,236.186193688,50.2825352368,SNe_Ia,3.0
ZTF18aavsoed,3.0,north,236.17898390909087,50.28648405636364,-9999.0,236.161499914,50.2838630402,SNe_Ia,3.0
ZTF18aavssbq,1.0,south,200.555820176,21.789200298666664,-9999.0,200.552281733,21.7870261648,SNe_Ia,3.0
ZTF18aavssbq,2.0,south,200.555820176,21.789200298666664,-9999.0,200.558716631,21.7870446986,SNe_Ia,3.0
ZTF18aavssbq,3.0,south,200.555820176,21.789200298666664,-9999.0,200.563366252,21.7914306685,SNe_Ia,3.0
ZTF18aavswss,1.0,north,211.2066240723405,65.90875024574467,-9999.0,211.208720312,65.907912403,SNe_Ia,3.0
ZTF18aavtgcf,1.0,south,247.47038806551728,24.444001067241373,-9999.0,247.470375,24.444,SNe_Ia,3.0
ZTF18aavthjp,1.0,north,254.7682358,31.51220206363637,-9999.0,254.770363911,31.5114064124,SNe_Ia,3.0
ZTF18aavtily,1.0,north,269.31533475,38.22038818333333,-9999.0,269.329147656,38.228082201,SNe_Ia,4.0
ZTF18aavtily,2.0,north,269.31533475,38.22038818333333,-9999.0,269.326170484,38.2245374329,SNe_Ia,4.0
ZTF18aavtily,3.0,north,269.31533475,38.22038818333333,-9999.0,269.31143809,38.2248235097,SNe_Ia,4.0
ZTF18aavtklk,1.0,north,247.03378999999998,63.82375,0.104,247.033566628,63.823656174,RCF,3.0
ZTF18aavuedn,1.0,south,264.61449275,29.82695173333333,-9999.0,264.609768807,29.8423649236,SNe_Ia,4.0
ZTF18aavuziy,1.0,north,234.45028,34.92129,-9999.0,234.450558729,34.9214192476,RCF,3.0
ZTF18aavxcbe,1.0,south,267.4290036428571,27.651611557142854,-9999.0,267.423264652,27.6469115515,SNe_Ia,5.0
ZTF18aavxcbe,2.0,south,267.4290036428571,27.651611557142854,-9999.0,267.42021455,27.6567733756,SNe_Ia,5.0
ZTF18aavxcbe,3.0,south,267.4290036428571,27.651611557142854,-9999.0,267.420044587,27.6617007642,SNe_Ia,5.0
ZTF18aavzzfl,1.0,north,221.5030823142857,55.55864183333333,-9999.0,221.485279963,55.5503957426,SNe_Ia,4.0
ZTF18aavzzfl,2.0,north,221.5030823142857,55.55864183333333,-9999.0,221.516923583,55.5654964673,SNe_Ia,4.0
ZTF18aavzzfl,3.0,north,221.5030823142857,55.55864183333333,-9999.0,221.521351798,55.564069331,SNe_Ia,4.0
ZTF18aawddqe,1.0,north,208.89557176666665,79.51356492592595,-9999.0,208.91864461,79.5036032445,SNe_Ia,4.0
ZTF18aawddqe,2.0,north,208.89557176666665,79.51356492592595,-9999.0,208.880779383,79.5127869311,SNe_Ia,4.0
ZTF18aawddqe,3.0,north,208.89557176666665,79.51356492592595,-9999.0,208.871486583,79.513553772,SNe_Ia,4.0
ZTF18aawdijg,1.0,north,218.57323772352945,57.32677051764706,-9999.0,218.577677687,57.3279268602,SNe_Ia,5.0
ZTF18aawdijg,2.0,north,218.57323772352945,57.32677051764706,-9999.0,218.577563389,57.3321167077,SNe_Ia,5.0
ZTF18aawdijg,3.0,north,218.57323772352945,57.32677051764706,-9999.0,218.589332222,57.329389839,SNe_Ia,5.0
ZTF18aawdpnm,1.0,south,213.82974,16.89216,0.0439,213.828916667,16.8879722222,RCF,5.0
ZTF18aawdyef,1.0,south,218.61130272857145,26.333577542857146,-9999.0,218.611200881,26.3338881188,SNe_Ia,3.0
ZTF18aawekhf,1.0,south,222.1829206390909,25.52129683181819,-9999.0,222.189208868,25.5218100872,SNe_Ia,3.0
ZTF18aawekhf,2.0,south,222.1829206390909,25.52129683181819,-9999.0,222.175740012,25.5294092343,SNe_Ia,3.0
ZTF18aawekhf,3.0,south,222.1829206390909,25.52129683181819,-9999.0,222.186767521,25.5187339097,SNe_Ia,3.0
ZTF18aawekzn,1.0,south,228.91062753673472,15.193156461224492,-9999.0,228.912653482,15.1941445951,SNe_Ia,4.0
ZTF18aawekzn,2.0,south,228.91062753673472,15.193156461224492,-9999.0,228.91345282,15.2004276214,SNe_Ia,4.0
ZTF18aawekzn,3.0,south,228.91062753673472,15.193156461224492,-9999.0,228.908396585,15.1932703347,SNe_Ia,4.0
ZTF18aawhrdd,1.0,north,245.227143217647,50.46451164705883,-9999.0,245.228751749,50.4661043125,SNe_Ia,4.0
ZTF18aawhrro,1.0,north,247.610551184,35.78701612000001,-9999.0,247.610416192,35.7869072356,SNe_Ia,5.0
ZTF18aawhyvl,1.0,north,251.99008192307687,35.92484532307692,0.12,251.990111116,35.9248363198,SNe_Ia,5.0
ZTF18aawjxgs,1.0,north,253.11637000000002,45.18584,-9999.0,253.133212388,45.1886198458,RCF,3.0
ZTF18aawjxgs,2.0,north,253.11637000000002,45.18584,-9999.0,253.097650984,45.1855936917,RCF,3.0
ZTF18aawjxgs,3.0,north,253.11637000000002,45.18584,-9999.0,253.122083024,45.1811212454,RCF,3.0
ZTF18aawkaod,1.0,north,257.27313571904756,57.55383201428571,-9999.0,260.051625,57.9153611111,SNe_Ia,5.0
ZTF18aawkdbk,1.0,north,271.0491173647058,59.81771884117648,-9999.0,271.048818688,59.8178657129,SNe_Ia,5.0
ZTF18aawkdbk,2.0,north,271.0491173647058,59.81771884117648,-9999.0,271.04754622,59.8177142611,SNe_Ia,5.0
ZTF18aawkjfl,1.0,north,272.20652272926844,66.57485291951221,-9999.0,272.20263094,66.5748321601,SNe_Ia,3.0
ZTF18aawkjfl,2.0,north,272.20652272926844,66.57485291951221,-9999.0,272.206757098,66.5731351076,SNe_Ia,3.0
ZTF18aawlhxj,1.0,north,281.05159202,58.90478604,-9999.0,281.042553156,58.9174152593,SNe_Ia,4.0
ZTF18aawlhxj,2.0,north,281.05159202,58.90478604,-9999.0,281.030654431,58.9151076808,SNe_Ia,4.0
ZTF18aawlhxj,3.0,north,281.05159202,58.90478604,-9999.0,281.049105674,58.9156974101,SNe_Ia,4.0
ZTF18aawnoaz,1.0,north,166.40681123055563,58.85574483055557,-9999.0,166.406208812,58.8560209168,SNe_Ia,3.0
ZTF18aawnoaz,2.0,north,166.40681123055563,58.85574483055557,-9999.0,166.412367402,58.8535841508,SNe_Ia,3.0
ZTF18aawohdr,1.0,north,186.68300122727268,43.12110638181818,-9999.0,186.682868939,43.1211061528,SNe_Ia,3.0
ZTF18aawozzj,1.0,north,187.7875601181818,57.58381563636363,-9999.0,187.787526069,57.5837432481,SNe_Ia,5.0
ZTF18aawpied,1.0,north,186.59716567142846,37.45052576857144,-9999.0,186.597197682,37.4505313657,SNe_Ia,3.0
ZTF18aawpism,1.0,north,147.17781208571432,50.49194558571429,-9999.0,147.177828032,50.492055678,SNe_Ia,3.0
ZTF18aawpzwp,1.0,north,204.6934624,32.51329713,-9999.0,204.691724256,32.5117624815,SNe_Ia,3.0
ZTF18aawpzwp,2.0,north,204.6934624,32.51329713,-9999.0,204.694050167,32.5107832179,SNe_Ia,3.0
ZTF18aawqbtz,1.0,north,217.73064225294118,48.87206878235293,-9999.0,217.731192689,48.8717669072,SNe_Ia,5.0
ZTF18aawqbuc,1.0,north,218.91580451666664,46.38406664166667,-9999.0,218.916468353,46.3843636338,SNe_Ia,5.0
ZTF18aawqcqz,1.0,north,217.38374773571425,33.54166538928571,-9999.0,217.383674677,33.5418536631,SNe_Ia,4.0
ZTF18aawrneg,1.0,north,288.84093353333327,60.38978822857143,-9999.0,288.835682178,60.3933267716,SNe_Ia,4.0
ZTF18aawrneg,2.0,north,288.84093353333327,60.38978822857143,-9999.0,288.840538235,60.3866113812,SNe_Ia,4.0
ZTF18aawrneg,3.0,north,288.84093353333327,60.38978822857143,-9999.0,288.824069353,60.3875113435,SNe_Ia,4.0
ZTF18aawsamn,1.0,north,290.48286925,62.2874964,-9999.0,290.489676336,62.2856927064,SNe_Ia,4.0
ZTF18aawsamn,2.0,north,290.48286925,62.2874964,-9999.0,290.484010891,62.2895953095,SNe_Ia,4.0
ZTF18aawsddu,1.0,north,253.16701221,44.27717593000001,-9999.0,253.163422552,44.2748575717,SNe_Ia,3.0
ZTF18aawsddu,2.0,north,253.16701221,44.27717593000001,-9999.0,253.16449498,44.2805834269,SNe_Ia,3.0
ZTF18aawsddu,3.0,north,253.16701221,44.27717593000001,-9999.0,253.165220848,44.2742670674,SNe_Ia,3.0
ZTF18aawttgn,1.0,north,249.39303226666672,50.34560521666666,-9999.0,249.393,50.3454,SNe_Ia,3.0
ZTF18aawtveo,1.0,north,253.35433284375,64.12431461875,0.16,253.354344791,64.1243002645,SNe_Ia,4.0
ZTF18aawvqma,1.0,north,263.42983186666663,36.859434775,-9999.0,263.430155535,36.8592990944,SNe_Ia,5.0
ZTF18aawwmwt,1.0,north,147.20404199629627,33.23405363888889,-9999.0,147.203662269,33.2357842021,SNe_Ia,3.0
ZTF18aawwmwt,2.0,north,147.20404199629627,33.23405363888889,-9999.0,147.198622473,33.2220136523,SNe_Ia,3.0
ZTF18aawwmwt,3.0,north,147.20404199629627,33.23405363888889,-9999.0,147.200547838,33.2299118199,SNe_Ia,3.0
ZTF18aawwrho,1.0,south,147.21901841406248,28.89401169375,-9999.0,147.219041667,28.8940277778,SNe_Ia,5.0
ZTF18aawwzrq,1.0,south,161.59581,18.67385,-9999.0,161.596016557,18.6740479924,RCF,3.0
ZTF18aawxgqp,1.0,south,164.13085,18.22806,-9999.0,164.131273822,18.2272664645,RCF,3.0
ZTF18aawygfy,1.0,north,193.26295985,48.96103726428571,-9999.0,193.263089481,48.9609827307,SNe_Ia,4.0
ZTF18aawyrgu,1.0,south,260.67265368461534,23.162497538461537,-9999.0,260.667402416,23.1609610246,SNe_Ia,4.0
ZTF18aawyrgu,2.0,south,260.67265368461534,23.162497538461537,-9999.0,260.6705375,23.1646472014,SNe_Ia,4.0
ZTF18aawyrgu,3.0,south,260.67265368461534,23.162497538461537,-9999.0,260.658389324,23.1686279327,SNe_Ia,4.0
ZTF18aawzdhc,1.0,north,231.41359556,29.60326286,-9999.0,231.421018115,29.5989881755,SNe_Ia,3.0
ZTF18aaxazhz,1.0,north,274.14101122,72.69524434,-9999.0,274.141196617,72.6951491991,SNe_Ia,4.0
ZTF18aaxcfbt,1.0,north,164.61286,51.69578,0.0681,164.613248156,51.6955882776,RCF,5.0
ZTF18aaxckpt,1.0,north,224.92817031052627,29.74316916315789,-9999.0,224.94462439,29.7351802847,SNe_Ia,5.0
ZTF18aaxckpt,2.0,north,224.92817031052627,29.74316916315789,-9999.0,224.923009457,29.7580010601,SNe_Ia,5.0
ZTF18aaxcwlr,1.0,north,269.1284830555556,51.37143616666667,-9999.0,269.125062746,51.3588691827,SNe_Ia,4.0
ZTF18aaxcwlr,2.0,north,269.1284830555556,51.37143616666667,-9999.0,269.135662239,51.3580560279,SNe_Ia,4.0
ZTF18aaxcwlr,3.0,north,269.1284830555556,51.37143616666667,-9999.0,269.124791535,51.3570302728,SNe_Ia,4.0
ZTF18aaxcxcj,1.0,north,267.07072487999994,67.32798116,-9999.0,267.099235076,67.3268205701,SNe_Ia,4.0
ZTF18aaxcxcj,2.0,north,267.07072487999994,67.32798116,-9999.0,267.085091728,67.3202256808,SNe_Ia,4.0
ZTF18aaxcxcj,3.0,north,267.07072487999994,67.32798116,-9999.0,267.090608303,67.3224435306,SNe_Ia,4.0
ZTF18aaxcyhx,1.0,north,287.27438463333334,49.19956420000001,-9999.0,287.283145238,49.2036569001,SNe_Ia,4.0
ZTF18aaxdazs,1.0,north,274.3431939833333,51.37407020000001,-9999.0,274.341014224,51.3813929436,SNe_Ia,4.0
ZTF18aaxdazs,2.0,north,274.3431939833333,51.37407020000001,-9999.0,274.345721205,51.3650381193,SNe_Ia,4.0
ZTF18aaxdazs,3.0,north,274.3431939833333,51.37407020000001,-9999.0,274.335790252,51.3704338166,SNe_Ia,4.0
ZTF18aaxdbsc,1.0,north,275.197068,51.98411520000001,-9999.0,275.202187787,51.9750363897,SNe_Ia,4.0
ZTF18aaxdbsc,2.0,north,275.197068,51.98411520000001,-9999.0,275.183639189,51.9902392903,SNe_Ia,4.0
ZTF18aaxdbsc,3.0,north,275.197068,51.98411520000001,-9999.0,275.216874929,51.9797252953,SNe_Ia,4.0
ZTF18aaxejis,1.0,south,185.85058630000003,2.679000264705882,-9999.0,185.850583333,2.67911111111,SNe_Ia,3.0
ZTF18aaxgaxw,1.0,north,273.33128002,40.88007615333333,-9999.0,273.331281108,40.8800119858,SNe_Ia,4.0
ZTF18aaxgpot,1.0,north,293.77595095,62.685228975,-9999.0,293.754881899,62.6858487045,SNe_Ia,4.0
ZTF18aaxgpot,2.0,north,293.77595095,62.685228975,-9999.0,293.741872483,62.6802352044,SNe_Ia,4.0
ZTF18aaxgpot,3.0,north,293.77595095,62.685228975,-9999.0,293.783104618,62.7008712618,SNe_Ia,4.0
ZTF18aaxisdq,1.0,north,187.3792924583333,54.41348094166667,-9999.0,187.379308767,54.4135687348,SNe_Ia,4.0
ZTF18aaxisol,1.0,north,206.8909418,39.74898584444443,-9999.0,206.891075545,39.7492449764,SNe_Ia,5.0
ZTF18aaxjmov,1.0,north,220.5662616875,30.63930748125,-9999.0,220.565171471,30.640168416,SNe_Ia,5.0
ZTF18aaxjtrl,1.0,south,190.79877398181816,23.64433510909091,-9999.0,190.798748511,23.6443166458,SNe_Ia,5.0
ZTF18aaxjuqv,1.0,south,187.5661333642857,3.3995749214285715,-9999.0,187.564257958,3.40108935721,SNe_Ia,4.0
ZTF18aaxjuqv,2.0,south,187.5661333642857,3.3995749214285715,-9999.0,187.567537531,3.39952870659,SNe_Ia,4.0
ZTF18aaxjuqv,3.0,south,187.5661333642857,3.3995749214285715,-9999.0,187.567307441,3.39798087384,SNe_Ia,4.0
ZTF18aaxjuwy,1.0,south,188.12229,4.88896,0.0828,188.1224824,4.88880223748,RCF,5.0
ZTF18aaxkoez,1.0,north,248.4498870695652,50.07228310434783,-9999.0,248.449470005,50.0722824821,SNe_Ia,4.0
ZTF18aaxkpge,1.0,north,230.68725043333333,45.61298906,-9999.0,230.685140575,45.6130777006,SNe_Ia,5.0
ZTF18aaxkrix,1.0,north,271.8874583357143,61.53171329999999,-9999.0,271.902089675,61.5366312169,SNe_Ia,4.0
ZTF18aaxkrix,2.0,north,271.8874583357143,61.53171329999999,-9999.0,271.899599731,61.5263198555,SNe_Ia,4.0
ZTF18aaxkrix,3.0,north,271.8874583357143,61.53171329999999,-9999.0,271.875734116,61.5372588688,SNe_Ia,4.0
ZTF18aaxlzrb,1.0,south,188.38266577916667,27.78283251666667,-9999.0,188.382648778,27.7828489084,SNe_Ia,3.0
ZTF18aaxlzyf,1.0,south,176.9795424238095,9.041340857142854,-9999.0,176.979491162,9.04133388615,SNe_Ia,3.0
ZTF18aaxmacb,1.0,south,176.54387536028358,16.8294705070922,-9999.0,176.544911639,16.8284864143,SNe_Ia,3.0
ZTF18aaxmacb,2.0,south,176.54387536028358,16.8294705070922,-9999.0,176.543874661,16.8232971416,SNe_Ia,3.0
ZTF18aaxmacb,3.0,south,176.54387536028358,16.8294705070922,-9999.0,176.547664476,16.825762086,SNe_Ia,3.0
ZTF18aaxmawb,1.0,north,200.24764085696208,29.957806718987346,-9999.0,200.24150401,29.9537173335,SNe_Ia,3.0
ZTF18aaxmhvk,1.0,north,244.67797000000002,40.072590000000005,0.08,244.678173168,40.0723345174,RCF,4.0
ZTF18aaxmhvk,2.0,north,244.67797000000002,40.072590000000005,0.08,244.668078501,40.0756695921,RCF,4.0
ZTF18aaxmixe,1.0,south,216.66738999999998,7.61832,0.079,216.667332382,7.61831860753,RCF,5.0
ZTF18aaxmjkk,1.0,south,215.71440636,20.39913672,-9999.0,215.713384978,20.3985110421,SNe_Ia,5.0
ZTF18aaxmjkk,2.0,south,215.71440636,20.39913672,-9999.0,215.715175378,20.4000231518,SNe_Ia,5.0
ZTF18aaxnjex,1.0,north,149.95237192187503,59.71398543125,-9999.0,149.958887471,59.7108980438,SNe_Ia,4.0
ZTF18aaxnjex,2.0,north,149.95237192187503,59.71398543125,-9999.0,149.947543277,59.7118689187,SNe_Ia,4.0
ZTF18aaxnjex,3.0,north,149.95237192187503,59.71398543125,-9999.0,149.933184688,59.7086130808,SNe_Ia,4.0
ZTF18aaxnjrw,1.0,north,169.87840381428572,37.140313,-9999.0,169.87767375,37.1390936845,SNe_Ia,5.0
ZTF18aaxnmge,1.0,north,169.86328999999998,29.37374,0.0604,169.863355242,29.3726886471,RCF,3.0
ZTF18aaxnnrx,1.0,south,181.98266087717388,6.067435675,-9999.0,181.980290688,6.06716275836,SNe_Ia,3.0
ZTF18aaxnovi,1.0,south,202.47862113181816,18.34487167954545,-9999.0,202.476451522,18.346503113,SNe_Ia,3.0
ZTF18aaxnovi,2.0,south,202.47862113181816,18.34487167954545,-9999.0,202.480573139,18.3483237402,SNe_Ia,3.0
ZTF18aaxnovi,3.0,south,202.47862113181816,18.34487167954545,-9999.0,202.46905737,18.3464212461,SNe_Ia,3.0
ZTF18aaxnqjb,1.0,south,207.34226999999998,21.07075,0.054,207.342408675,21.0711038654,RCF,5.0
ZTF18aaxnrli,1.0,north,211.68373481875,32.87332165,-9999.0,211.683910145,32.8731380913,SNe_Ia,5.0
ZTF18aaxogud,1.0,south,192.926184025,24.07644659375001,-9999.0,192.928956887,24.0782865465,SNe_Ia,4.0
ZTF18aaxogud,2.0,south,192.926184025,24.07644659375001,-9999.0,192.929552745,24.0757871499,SNe_Ia,4.0
ZTF18aaxogud,3.0,south,192.926184025,24.07644659375001,-9999.0,192.928396764,24.0791523147,SNe_Ia,4.0
ZTF18aaxojwc,1.0,south,198.24834454615387,26.473247438461538,-9999.0,198.248324686,26.4733204121,SNe_Ia,3.0
ZTF18aaxpixs,1.0,north,259.81322062500004,32.874992991666666,-9999.0,259.813253442,32.8748192314,SNe_Ia,4.0
ZTF18aaxpixs,2.0,north,259.81322062500004,32.874992991666666,-9999.0,259.811405994,32.8746531068,SNe_Ia,4.0
ZTF18aaxpyvb,1.0,north,200.74132674210534,36.38334773684209,-9999.0,200.741463043,36.3853085699,SNe_Ia,3.0
ZTF18aaxqfrr,1.0,north,180.09982424615384,40.04618907692308,-9999.0,180.099685972,40.045816753,SNe_Ia,5.0
ZTF18aaxqort,1.0,north,171.50065193125,44.9648252375,-9999.0,171.500819731,44.9645067406,SNe_Ia,5.0
