sn name,host_source,host_name,host_id,host_ra,host_dec,type,rexp,rexp_ivar,rdev,rdev_ivar,z,z_sep,ang_sep (deg),ang_sep (kpsec),ang_sep (radii),ang_sep_sigma (radii),upper_ang_sep (radii),a,ratiob2a,pa,dm,m21,source,dm_kin,btc,hemisphere,program
ZTF19aauojid,dr8_galaxy,N/A,872584083,351.387019582847,15.9266324580352,COMP,5.84783458709717,268797.96875,0.542356431484222,123965.3828125,0.0432695597410202,0.0017304402589797957,0.002410676872408361,7.680236478674775,1.4840427873624285,0.0004894838324128593,1.4845322711948412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF18abmmdif,dr8_galaxy,N/A,285508622,270.145922992324,61.6961922885657,EXP,4.19900274276733,51273.09765625,0.0,0.0,0.0756857395172119,0.000685739517211903,0.001556271286271171,7.976941529520139,1.3342636272925763,0.0014033005995088368,1.3356669278920852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18aagstdc,dr8_galaxy,N/A,106506871,237.514848141629,42.0884468850281,REX,0.80793821811676,4028.38037109375,0.0,0.0,0.225037157535553,0.195037157535553,4.635605662986864e-05,0.10023758903631427,0.20655267955576526,0.004027981299504685,0.21058066085526994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aaupkrl,dr8_galaxy,N/A,10494210,237.849079078098,61.0805637825146,DEV,0.0,0.0,6.00710821151733,176434.0,0.0310665015131235,0.005598498486876505,0.0004399262888724013,1.1533685685168507,0.2636434344405809,0.00010448654407436293,0.26374792098465527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aansyyn,dr8_galaxy,N/A,116952908,221.71447210944,37.7874705875594,EXP,2.67262768745422,29588.86328125,0.0,0.0,0.176030620932579,0.09803062093257901,0.002756366136418279,14.642125773247074,3.712794766620772,0.008076037734067279,3.7208708043548393,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19abcegvm,dr8_galaxy,N/A,1179012263,337.584662512761,-14.8677645766607,EXP,0.692703366279602,21310.81640625,0.0,0.0,-99.0,99.073,6.961789884890196e-05,0.34813419943326385,0.3618062912009659,0.0035779047298687403,0.36538419593083465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF18abscyji,dr8_galaxy,N/A,17361485,122.12924986427,41.5204746824057,COMP,4.47028923034668,24611.857421875,1.11673676967621,8019.1953125,0.032619159668684,0.002619159668684,0.002419483647072417,5.231748020151105,1.948451359775934,0.0027783167059264,1.9512296764818604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aawnqoj,dr8_galaxy,N/A,225910856,233.21486541047,6.29463187465302,REX,1.19262313842773,236349.09375,0.0,0.0,0.0687044039368629,0.0012955960631371027,0.0001877661582335234,0.9035252684770345,0.5667827060036917,0.0009775441671079233,0.5677602501707997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF18abrlljc,dr8_galaxy,N/A,48305920,253.183959820759,70.0878724297373,REX,0.846342623233795,31447.904296875,0.0,0.0,0.0658013373613358,0.015801337361335793,0.0003648571484896341,1.2839251556440892,1.55195508119865,0.010340393818175319,1.5622954750168254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18abrlljc,dr8_galaxy,N/A,48305914,253.181768123162,70.088283151492,REX,1.47567760944366,66041.796875,0.0,0.0,0.059772614389658,0.009772614389658,0.0007702079406245621,2.710346649745851,1.878966359931264,0.004954708131763837,1.8839210680630278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19abxgatn,dr8_galaxy,N/A,227487891,264.173776801547,70.9105819125596,COMP,7.88324022293091,67161.7265625,6.74084901809692,10905.259765625,0.0362097322940826,0.002227267705917399,0.002212176779535505,6.067179016326434,1.0102237380972443,0.000494483588512781,1.010718221685757,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aaknate,local_universe,UGC 05687,318501.0,157.314541667,6.12808333333,Scd?,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.032,0.3,111.0,-99.0,9.77,ned_20121120+a.40,33.5238,14.6163,south,ZTFmarshal
