sn name,host_source,host_name,host_id,host_ra,host_dec,type,rexp,rexp_ivar,rdev,rdev_ivar,z,z_sep,ang_sep (deg),ang_sep (kpsec),ang_sep (radii),ang_sep_sigma (radii),upper_ang_sep (radii),a,ratiob2a,pa,dm,m21,source,dm_kin,btc,hemisphere,program
09q,dr8_galaxy,N/A,955528977,186.208384861241,8.4337109262137,COMP,3.88006162643433,90020.25,0.32841095328331,96165.4453125,0.0982264876365662,0.008226487636566207,0.000814094549346093,4.920957422898249,0.7553334611180402,0.0006488286124934245,0.7559822897305336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,PTF-iPTF
09r,dr8_galaxy,N/A,148144004,214.744141024649,35.3875794036507,EXP,2.32168388366699,45462.9921875,0.0,0.0,0.0632940828800201,0.036294082880020104,0.00023894224890630073,0.46668611240460617,0.3705035393121866,0.0007484456463147519,0.37125198495850137,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09t,dr8_galaxy,N/A,348734752,213.928865730013,16.2001755808214,EXP,6.61819124221802,168846.765625,0.0,0.0,0.0256498903036118,0.0133501096963882,0.0015050758113021524,4.185513204805918,0.8186939183812206,0.00030104809180643484,0.818994966473027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,PTF-iPTF
09t,dr8_galaxy,N/A,348734753,213.922246725854,16.2015433075206,EXP,6.64537715911865,21987.12890625,0.0,0.0,0.0310605186969042,0.0079394813030958,0.008004087459760318,22.25882145183364,4.336054096733726,0.0044003862212581004,4.340454482954984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,PTF-iPTF
09u,dr8_galaxy,N/A,144297213,217.414962286943,39.1585822051444,EXP,2.51677513122559,21690.912109375,0.0,0.0,0.127800136804581,0.001800136804580993,0.00044974588265814133,3.652702392274923,0.6433173776557722,0.0017355693092099438,0.6450529469649822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09v,dr8_galaxy,N/A,266434271,201.793752242189,31.5089854719253,EXP,1.54566514492035,677.313232421875,0.0,0.0,-99.0,99.119,0.0002711964648364056,2.0967614903270326,0.6316421617059693,0.015702214921757898,0.6473443766277273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09ec,dr8_galaxy,N/A,335228120,198.226807517015,43.4766344646179,EXP,1.30814361572266,42529.9609375,0.0,0.0,0.130096584558487,0.039096584558486996,0.00016882712733775335,1.0306579266050775,0.46461080504540503,0.0017222111144236097,0.46633301615982864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09ec,dr8_galaxy,N/A,335228445,198.212671317472,43.48730014464,REX,4.26975536346436,474.274597167969,0.0,0.0,0.097683273255825,0.0066832732558250035,0.014910210406743035,91.02403615691188,12.571389434527957,0.13519647099089685,12.706585905518853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,PTF-iPTF
09bw,local_universe,KUG 1503+488,392612.0,226.247541667,48.6466388889,-99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0260944,0.7,135.0,-99.0,-99.0,ned_20121120,35.0087,-99.0,north,PTF-iPTF
09bh,dr8_galaxy,N/A,954681403,186.163759594799,8.93302925113996,EXP,2.0523886680603,12272.8251953125,0.0,0.0,0.200096800923347,0.025096800923347012,0.00017263125784595918,1.8438941588678504,0.3028045018552957,0.0013317737340829926,0.3041362755893787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,PTF-iPTF
