# Geodesic pattern 30 class 2 npts 27002 area_per_point= 1.528
# From geodesic_tiling_pattern_npts27002.txt
# As generated using instruction from http://www.mpe.mpg.de/~4most/4FS/geodesic_pattern_list.html
# Further instructions on generation are available at: https://github.com/SSantosLab/desgw-map/wiki/DECam-Tiling-for-HSC
# RA            DEC
 78.524100  11.195100
 77.448900  10.485700
 76.385400   9.776240
 75.333300   9.067020
 74.292000   8.358410
 73.261400   7.650740
 72.241000   6.944300
 71.230400   6.239380
 70.229200   5.536240
 69.237100   4.835140
 68.253600   4.136270
 67.278400   3.439850
 66.311000   2.746060
 65.351100   2.055050
 64.398100   1.366960
 63.451800   0.681906
111.431000  26.766900
109.956000  26.227900
108.499000  25.674800
107.062000  25.108300
105.643000  24.529200
104.243000  23.938100
102.861000  23.335600
101.497000  22.722500
100.151000  22.099200
 98.823600  21.466500
 97.513200  20.825000
 96.220000  20.175200
 94.943600  19.517800
 93.683800  18.853400
 92.440100  18.182400
 91.212300  17.505600
 90.000000  16.823300
 88.802800  16.136100
 87.620400  15.444600
 86.452400  14.749300
 85.298500  14.050700
 84.158300  13.349200
 83.031500  12.645300
 81.917700  11.939500
 80.816600  11.232200
 79.727700  10.523800
 78.650900   9.814720
 77.585600   9.105400
 76.531600   8.396170
 75.488500   7.687380
 74.455800   6.979360
 73.433400   6.272430
 72.420800   5.566880
 71.417500   4.862970
 70.423400   4.160950
 69.437800   3.461060
 68.460600   2.763490
 67.491200   2.068450
 66.529200   1.376090
 65.574300   0.686560
111.114000  25.502300
109.664000  24.951900
108.231000  24.388300
106.817000  23.812000
105.420000  23.223700
104.042000  22.624100
102.682000  22.013700
101.339000  21.393200
100.013000  20.763200
 98.704900  20.124400
 97.413400  19.477200
 96.138300  18.822200
 94.879500  18.160100
 93.636600  17.491300
 92.409300  16.816500
 91.197200  16.136100
 90.000000  15.450700
 88.817400  14.760900
 87.649000  14.067000
 86.494500  13.369600
 85.353500  12.669300
 84.225700  11.966300
 83.110800  11.261300
 82.008500  10.554600
 80.918300   9.846620
 79.840000   9.137830
 78.773200   8.428610
 77.717500   7.719320
 76.672700   7.010310
 75.638300   6.301930
 74.614100   5.594480
 73.599700   4.888270
 72.594600   4.183560
 71.598600   3.480630
 70.611200   2.779690
 69.632100   2.080980
 68.660900   1.384680
 67.697200   0.690964
112.255000  24.776600
110.810000  24.228500
109.383000  23.667200
107.973000  23.093400
106.581000  22.507600
105.207000  21.910500
103.850000  21.302600
102.510000  20.684600
101.187000  20.057100
 99.880500  19.420600
 98.590900  18.775700
 97.317400  18.123000
 96.059800  17.462900
 94.817900  16.796200
 93.591200  16.123300
 92.379600  15.444600
 91.182600  14.760900
 90.000000  14.072500
 88.831400  13.379900
 87.676500  12.683700
 86.535000  11.984300
 85.406500  11.282200
 84.290700  10.577900
 83.187300   9.871670
 82.096000   9.164080
 81.016500   8.455500
 79.948300   7.746320
 78.891300   7.036910
 77.844900   6.327640
 76.809100   5.618840
 75.783300   4.910840
 74.767200   4.203940
 73.760500   3.498410
 72.762800   2.794530
 71.773800   2.092540
 70.793100   1.392650
 69.820300   0.695079
111.940000  23.504900
110.518000  22.945600
109.113000  22.373900
107.726000  21.790300
106.355000  21.195400
105.001000  20.589700
103.665000  19.973900
102.344000  19.348600
101.041000  18.714200
 99.752900  18.071400
 98.481200  17.420700
 97.225100  16.762500
 95.984300  16.097600
 94.758600  15.426400
 93.547600  14.749300
 92.351000  14.067000
 91.168600  13.379900
 90.000000  12.688500
 88.844900  11.993400
 87.703000  11.294900
 86.574000  10.593500
 85.457500   9.889710
 84.353400   9.183940
 83.261100   8.476620
 82.180500   7.768160
 81.111300   7.058940
 80.053000   6.349360
 79.005400   5.639760
 77.968200   4.930500
 76.941000   4.221900
 75.923500   3.514270
 74.915400   2.807890
 73.916300   2.103040
 72.925800   1.399950
 71.943700   0.698872
113.054000  22.781700
111.637000  22.224100
110.237000  21.654100
108.854000  21.072300
107.487000  20.479300
106.137000  19.875600
104.804000  19.261700
103.487000  18.638200
102.185000  18.005700
100.900000  17.364800
 99.630200  16.715800
 98.375700  16.059400
 97.136300  15.396000
 95.911600  14.726300
 94.701500  14.050700
 93.505500  13.369600
 92.323500  12.683700
 91.155100  11.993400
 90.000000  11.299100
 88.857900  10.601300
 87.728600   9.900580
 86.611600   9.197260
 85.506800   8.491820
 84.413900   7.784680
 83.332400   7.076250
 82.262200   6.366930
 81.202900   5.657090
 80.154200   4.947110
 79.115800   4.237330
 78.087500   3.528080
 77.068700   2.819670
 76.059400   2.112390
 75.059000   1.406520
 74.067400   0.702312
112.740000  21.503100
111.345000  20.934500
109.967000  20.354200
108.604000  19.762700
107.258000  19.160600
105.928000  18.548300
104.614000  17.926500
103.315000  17.295700
102.032000  16.656300
100.765000  16.008900
 99.512100  15.353900
 98.274200  14.692000
 97.050800  14.023600
 95.841700  13.349200
 94.646500  12.669300
 93.465000  11.984300
 92.297000  11.294900
 91.142100  10.601300
 90.000000   9.904210
 88.870500   9.203940
 87.753200   8.500980
 86.648000   7.795760
 85.554500   7.088700
 84.472300   6.380210
 83.401300   5.670700
 82.341200   4.960540
 81.291600   4.250100
 80.252200   3.539730
 79.222800   2.829770
 78.203100   2.120530
 77.192700   1.412300
 76.191200   0.705375
113.828000  20.783000
112.439000  20.215400
111.065000  19.636300
109.707000  19.046100
108.364000  18.445300
107.038000  17.834400
105.727000  17.214000
104.431000  16.584500
103.151000  15.946400
101.885000  15.300300
100.635000  14.646700
 99.398400  13.985900
 98.176400  13.318700
 96.968500  12.645300
 95.774300  11.966300
 94.593500  11.282200
 93.426000  10.593500
 92.271400   9.900580
 91.129500   9.203940
 90.000000   8.504040
 88.882600   7.801320
 87.777100   7.096210
 86.683100   6.389130
 85.600500   5.680490
 84.528900   4.970690
 83.468000   4.260130
 82.417700   3.549160
 81.377500   2.838130
 80.347300   2.127400
 79.326600   1.417270
 78.315300   0.708039
113.517000  19.497400
112.148000  18.919100
110.795000  18.329800
109.456000  17.730000
108.134000  17.120200
106.826000  16.500900
105.533000  15.872600
104.255000  15.235600
102.992000  14.590600
101.744000  13.938000
100.509000  13.278300
 99.288900  12.612000
 98.082300  11.939500
 96.889200  11.261300
 95.709300  10.577900
 94.542500   9.889710
 93.388400   9.197260
 92.246800   8.500980
 91.117400   7.801320
 90.000000   7.098710
 88.894300   6.393600
 87.800100   5.686390
 86.717100   4.977510
 85.645100   4.267340
 84.583700   3.556280
 83.532700   2.844700
 82.491900   2.132950
 81.460900   1.421370
 80.439600   0.710285
114.582000  18.780800
113.218000  18.203000
111.869000  17.614400
110.535000  17.015300
109.216000  16.406400
107.911000  15.787900
106.622000  15.160400
105.347000  14.524400
104.086000  13.880200
102.840000  13.228500
101.607000  12.569600
100.389000  11.904000
 99.183400  11.232200
 97.991500  10.554600
 96.812700   9.871670
 95.646600   9.183940
 94.493200   8.491820
 93.352000   7.795760
 92.222900   7.096210
 91.105700   6.393600
 90.000000   5.688360
 88.905700   4.980920
 87.822400   4.271690
 86.750100   3.561060
 85.688300   2.849420
 84.636800   2.137140
 83.595500   1.424590
 82.564000   0.712100
114.274000  17.488400
112.930000  16.900100
111.600000  16.301500
110.284000  15.693100
108.984000  15.075200
107.697000  14.448400
106.425000  13.813000
105.167000  13.169500
103.923000  12.518400
102.693000  11.860100
101.476000  11.195100
100.272000  10.523800
 99.081700   9.846620
 97.904000   9.164080
 96.738900   8.476620
 95.586100   7.784680
 94.445500   7.088700
 93.316900   6.389130
 92.199900   5.686390
 91.094300   4.980920
 90.000000   4.273140
 88.916700   3.563450
 87.844100   2.852260
 86.782000   2.139950
 85.730200   1.426900
 84.688500   0.713471
115.318000  16.775600
113.978000  16.187400
112.652000  15.589000
111.341000  14.980900
110.043000  14.363400
108.760000  13.736900
107.491000  13.102000
106.236000  12.458900
104.994000  11.808300
103.766000  11.150400
102.551000  10.485700
101.349000   9.814720
100.160000   9.137830
 98.983500   8.455500
 97.819500   7.768160
 96.667600   7.076250
 95.527700   6.380210
 94.399500   5.680490
 93.282900   4.977510
 92.177600   4.271690
 91.083300   3.563450
 90.000000   2.853210
 88.927300   2.141370
 87.865100   1.428300
 86.813000   0.714390
115.013000  15.476600
113.692000  14.878100
112.384000  14.270000
111.091000  13.652600
109.811000  13.026300
108.545000  12.391600
107.293000  11.748800
106.054000  11.098400
104.828000  10.440700
103.615000   9.776240
102.414000   9.105400
101.227000   8.428610
100.052000   7.746320
 98.888700   7.058940
 97.737800   6.366930
 96.598700   5.670700
 95.471100   4.970690
 94.354900   4.267340
 93.249900   3.561060
 92.155900   2.852260
 91.072700   2.141370
 90.000000   1.428760
 88.937700   0.714851
116.037000  14.767900
114.720000  14.169100
113.417000  13.560800
112.127000  12.943300
110.850000  12.317000
109.588000  11.682200
108.338000  11.039500
107.101000  10.389100
105.878000   9.731470
104.667000   9.067020
103.468000   8.396170
102.282000   7.719320
101.109000   7.036910
 99.947000   6.349360
 98.797100   5.657090
 97.658800   4.960540
 96.532000   4.260130
 95.416300   3.556280
 94.311700   2.849420
 93.218000   2.139950
 92.134900   1.428300
 91.062300   0.714851
115.737000  13.462400
114.437000  12.853600
113.151000  12.235700
111.878000  11.609200
110.619000  10.974200
109.372000  10.331300
108.138000   9.680780
106.917000   9.023010
105.708000   8.358410
104.512000   7.687380
103.327000   7.010310
102.155000   6.327640
100.995000   5.639760
 99.845800   4.947110
 98.708400   4.250100
 97.582300   3.549160
 96.467300   2.844700
 95.363200   2.137140
 94.269800   1.426900
 93.187000   0.714390
116.743000  12.758100
115.447000  12.148600
114.165000  11.530200
112.896000  10.903200
111.639000  10.267900
110.395000   9.624590
109.164000   8.973730
107.945000   8.315660
106.739000   7.650740
105.544000   6.979360
104.362000   6.301930
103.191000   5.618840
102.032000   4.930500
100.884000   4.237330
 99.747800   3.539730
 98.622500   2.838130
 97.508100   2.132950
 96.404500   1.424590
 95.311500   0.713471
116.447000  11.446100
115.168000  10.827000
113.902000  10.199300
112.649000   9.563400
111.408000   8.919600
110.180000   8.268250
108.963000   7.609690
107.759000   6.944300
106.567000   6.272430
105.386000   5.594480
104.217000   4.910840
103.059000   4.221900
101.913000   3.528080
100.777000   2.829770
 99.652700   2.127400
 98.539100   1.421370
 97.436000   0.712100
117.436000  10.746400
116.162000  10.126300
114.899000   9.497760
113.649000   8.861100
112.411000   8.216600
111.186000   7.564600
109.972000   6.905400
108.770000   6.239380
107.579000   5.566880
106.400000   4.888270
105.233000   4.203940
104.077000   3.514270
102.931000   2.819670
101.797000   2.120530
100.673000   1.417270
 99.560400   0.710285
117.146000   9.428300
115.887000   8.798770
114.640000   8.161190
113.405000   7.515840
112.182000   6.863020
110.971000   6.203040
109.771000   5.536240
108.582000   4.862970
107.405000   4.183560
106.240000   3.498410
105.085000   2.807890
103.941000   2.112390
102.807000   1.412300
101.685000   0.708039
118.120000   8.733230
116.865000   8.102530
115.621000   7.463870
114.390000   6.817510
113.169000   6.163740
111.960000   5.502840
110.763000   4.835140
109.577000   4.160950
108.401000   3.480630
107.237000   2.794530
106.084000   2.103040
104.941000   1.406520
103.809000   0.705375
117.835000   7.409200
116.594000   6.769320
115.365000   6.121830
114.148000   5.466970
112.942000   4.805010
111.746000   4.136270
110.562000   3.461060
109.389000   2.779690
108.226000   2.092540
107.074000   1.399950
105.933000   0.702312
118.796000   6.718930
117.559000   6.077710
116.333000   5.428940
115.118000   4.772870
113.915000   4.109750
112.722000   3.439850
111.539000   2.763490
110.368000   2.080980
109.207000   1.392650
108.056000   0.698872
118.516000   5.389160
117.293000   4.739010
116.081000   4.081620
114.880000   3.417210
113.689000   2.746060
112.509000   2.068450
111.339000   1.384680
110.180000   0.695079
119.466000   4.703780
118.246000   4.052150
117.036000   3.393340
115.837000   2.727560
114.649000   2.055050
113.471000   1.376090
112.303000   0.690964
119.191000   3.368470
117.985000   2.708150
116.788000   2.040910
115.602000   1.366960
114.426000   0.686560
120.131000   2.688060
118.926000   2.026160
117.732000   1.357370
116.548000   0.681906
119.862000   1.347430
118.670000   0.677046
120.792000   0.672031
 92.047400 -57.912700
 94.061600 -57.508400
 95.944500 -58.442500
 94.199900 -56.143300
 96.040700 -57.070300
 97.955400 -57.973100
 99.947700 -58.850100
 96.112700 -55.702800
 97.982700 -56.599100
 99.924000 -57.470100
101.939000 -58.314500
104.032000 -59.130500
 96.162600 -54.340000
 97.991700 -55.230000
 99.886200 -56.095300
101.849000 -56.934500
103.882000 -57.746100
105.988000 -58.528500
108.169000 -59.280100
 97.983800 -53.866200
 99.835500 -54.725800
101.750000 -55.559900
103.729000 -56.367100
105.775000 -57.146000
107.889000 -57.895000
110.072000 -58.612600
112.326000 -59.297100
 97.960400 -52.507600
 99.772800 -53.361700
101.643000 -54.190700
103.573000 -54.993500
105.564000 -55.768700
107.617000 -56.515000
109.735000 -57.230900
111.916000 -57.914900
114.162000 -58.565500
116.472000 -59.181200
 99.698900 -52.003100
101.529000 -52.827100
103.413000 -53.625500
105.355000 -54.397000
107.353000 -55.140300
109.410000 -55.854200
111.526000 -56.537300
113.701000 -57.188300
115.935000 -57.805600
118.226000 -58.387900
120.574000 -58.933900
 99.614500 -50.650200
101.407000 -51.469200
103.250000 -52.263100
105.146000 -53.030800
107.095000 -53.771000
109.097000 -54.482700
111.153000 -55.164600
113.264000 -55.815400
115.428000 -56.433800
117.646000 -57.018500
119.916000 -57.568300
122.236000 -58.081900
124.604000 -58.558200
101.278000 -50.117200
103.084000 -50.906600
104.938000 -51.670300
106.840000 -52.407400
108.793000 -53.116600
110.795000 -53.796900
112.847000 -54.447100
114.949000 -55.066000
117.100000 -55.652500
119.298000 -56.205400
121.543000 -56.723500
123.833000 -57.205800
126.164000 -57.651200
128.534000 -58.058800
101.143000 -48.771300
102.914000 -49.556000
104.729000 -50.315700
106.590000 -51.049400
108.496000 -51.756000
110.449000 -52.434400
112.448000 -53.083700
114.493000 -53.702700
116.583000 -54.290400
118.717000 -54.845600
120.894000 -55.367400
123.112000 -55.854700
125.368000 -56.306500
127.662000 -56.722100
129.988000 -57.100600
132.343000 -57.441300
102.740000 -48.211600
104.520000 -48.967200
106.342000 -49.697300
108.207000 -50.401000
110.114000 -51.077400
112.064000 -51.725400
114.057000 -52.344100
116.091000 -52.932400
118.166000 -53.489300
120.281000 -54.014000
122.434000 -54.505500
124.623000 -54.962900
126.846000 -55.385300
129.100000 -55.772100
131.382000 -56.122500
133.688000 -56.436100
136.015000 -56.712500
102.562000 -46.873600
104.309000 -47.624900
106.096000 -48.351300
107.922000 -49.051900
109.788000 -49.725900
111.693000 -50.372400
113.638000 -50.990300
115.621000 -51.578800
117.643000 -52.137000
119.701000 -52.664000
121.794000 -53.158800
123.921000 -53.620800
126.080000 -54.049100
128.268000 -54.443100
130.482000 -54.802100
132.720000 -55.125500
134.977000 -55.413100
137.251000 -55.664400
139.537000 -55.879400
104.097000 -46.288900
105.851000 -47.011500
107.642000 -47.708900
109.470000 -48.380300
111.334000 -49.024800
113.235000 -49.641700
115.172000 -50.230000
117.143000 -50.788900
119.149000 -51.317500
121.188000 -51.815100
123.259000 -52.281000
125.358000 -52.714300
127.485000 -53.114400
129.637000 -53.480900
131.812000 -53.813000
134.005000 -54.110500
136.214000 -54.373100
138.436000 -54.600500
140.667000 -54.792600
142.903000 -54.949600
103.884000 -44.959600
105.608000 -45.678100
107.366000 -46.372000
109.158000 -47.040600
110.985000 -47.683000
112.845000 -48.298400
114.739000 -48.886100
116.665000 -49.445300
118.623000 -49.975100
120.612000 -50.474800
122.630000 -50.943800
124.676000 -51.381400
126.747000 -51.786800
128.842000 -52.159700
130.958000 -52.499500
133.092000 -52.805800
135.241000 -53.078400
137.403000 -53.316900
139.575000 -53.521300
141.752000 -53.691700
143.931000 -53.828100
146.109000 -53.930700
105.365000 -44.351300
107.092000 -45.041600
108.852000 -45.707100
110.644000 -46.347000
112.467000 -46.960800
114.321000 -47.547500
116.206000 -48.106400
118.120000 -48.636900
120.063000 -49.138300
122.033000 -49.609800
124.029000 -50.050900
126.048000 -50.460900
128.090000 -50.839400
130.152000 -51.185900
132.231000 -51.500000
134.325000 -51.781400
136.432000 -52.029900
138.547000 -52.245300
140.669000 -52.427800
142.794000 -52.577200
144.919000 -52.693900
147.041000 -52.778100
149.156000 -52.830200
105.122000 -43.031400
106.821000 -43.717700
108.551000 -44.379900
110.310000 -45.017200
112.099000 -45.628900
113.917000 -46.214300
115.763000 -46.772700
117.637000 -47.303400
119.537000 -47.805800
121.463000 -48.279300
123.412000 -48.723300
125.384000 -49.137100
127.377000 -49.520500
129.389000 -49.872800
131.418000 -50.193700
133.460000 -50.483000
135.515000 -50.740400
137.579000 -50.965800
139.649000 -51.159100
141.723000 -51.320400
143.798000 -51.449800
145.871000 -51.547600
147.938000 -51.614100
149.998000 -51.649800
152.047000 -51.655100
106.552000 -42.400700
108.254000 -43.059300
109.983000 -43.693600
111.740000 -44.303000
113.524000 -44.886700
115.335000 -45.444200
117.171000 -45.974700
119.032000 -46.477800
120.917000 -46.952700
122.824000 -47.399000
124.752000 -47.816000
126.700000 -48.203500
128.665000 -48.560900
130.647000 -48.887800
132.642000 -49.184100
134.648000 -49.449400
136.663000 -49.683700
138.686000 -49.886800
140.712000 -50.058900
142.739000 -50.199900
144.766000 -50.310100
146.788000 -50.389900
148.804000 -50.439400
150.811000 -50.459300
152.806000 -50.450100
154.787000 -50.412400
106.284000 -41.090800
107.960000 -41.745500
109.662000 -42.376600
111.389000 -42.983300
113.142000 -43.565100
114.920000 -44.121300
116.721000 -44.651200
118.546000 -45.154500
120.393000 -45.630300
122.261000 -46.078400
124.148000 -46.498100
126.054000 -46.889000
127.976000 -47.250700
129.914000 -47.582900
131.864000 -47.885300
133.826000 -48.157700
135.796000 -48.400000
137.773000 -48.611900
139.755000 -48.793700
141.738000 -48.945300
143.721000 -49.066800
145.700000 -49.158700
147.675000 -49.221100
149.641000 -49.254400
151.598000 -49.259200
153.542000 -49.236100
155.471000 -49.185500
157.384000 -49.108200
107.669000 -40.438700
109.345000 -41.066200
111.046000 -41.670100
112.770000 -42.249600
114.516000 -42.804100
116.286000 -43.333100
118.077000 -43.836100
119.888000 -44.312500
121.720000 -44.761800
123.570000 -45.183600
125.437000 -45.577400
127.319000 -45.942800
129.216000 -46.279600
131.125000 -46.587400
133.045000 -46.866000
134.973000 -47.115400
136.908000 -47.335300
138.847000 -47.525800
140.789000 -47.687000
142.730000 -47.818900
144.669000 -47.921800
146.604000 -47.995900
148.532000 -48.041700
150.452000 -48.059500
152.360000 -48.049900
154.255000 -48.013300
156.135000 -47.950400
157.999000 -47.861900
159.844000 -47.748500
107.381000 -39.139100
109.033000 -39.762900
110.708000 -40.363500
112.405000 -40.940400
114.124000 -41.492900
115.863000 -42.020700
117.623000 -42.523000
119.402000 -42.999500
121.199000 -43.449600
123.014000 -43.872900
124.845000 -44.269000
126.691000 -44.637600
128.549000 -44.978300
130.420000 -45.290800
132.301000 -45.575000
134.189000 -45.830700
136.085000 -46.057700
137.985000 -46.256100
139.887000 -46.426000
141.789000 -46.567300
143.690000 -46.680300
145.588000 -46.765300
147.479000 -46.822500
149.363000 -46.852300
151.237000 -46.855200
153.099000 -46.831600
154.948000 -46.782200
156.782000 -46.707500
158.598000 -46.608200
160.397000 -46.485100
162.175000 -46.338700
108.724000 -38.466700
110.376000 -39.063800
112.048000 -39.637700
113.740000 -40.188000
115.452000 -40.714100
117.182000 -41.215400
118.931000 -41.691600
120.697000 -42.142100
122.479000 -42.566500
124.277000 -42.964400
126.088000 -43.335500
127.911000 -43.679500
129.746000 -43.996100
131.590000 -44.285200
133.442000 -44.546400
135.300000 -44.779900
137.163000 -44.985400
139.029000 -45.163100
140.895000 -45.313000
142.759000 -45.435300
144.621000 -45.530100
146.478000 -45.597800
148.328000 -45.638700
150.169000 -45.653200
152.000000 -45.641800
153.818000 -45.604900
155.623000 -45.543100
157.412000 -45.457100
159.184000 -45.347400
160.938000 -45.214800
162.673000 -45.060000
164.387000 -44.883600
108.419000 -37.177900
110.048000 -37.771100
111.697000 -38.341900
113.365000 -38.889600
115.051000 -39.413600
116.754000 -39.913600
118.475000 -40.389000
120.212000 -40.839500
121.964000 -41.264500
123.729000 -41.663800
125.508000 -42.037000
127.299000 -42.383700
129.100000 -42.703800
130.910000 -42.997100
132.728000 -43.263300
134.552000 -43.502400
136.380000 -43.714400
138.210000 -43.899100
140.042000 -44.056800
141.872000 -44.187500
143.701000 -44.291400
145.524000 -44.368800
147.342000 -44.419900
149.152000 -44.445100
150.952000 -44.444900
152.741000 -44.419700
154.518000 -44.370000
156.280000 -44.296400
158.027000 -44.199400
159.757000 -44.079700
161.469000 -43.938000
163.162000 -43.775000
164.835000 -43.591300
166.488000 -43.387600
109.725000 -36.485900
111.352000 -37.053100
112.997000 -37.597800
114.659000 -38.119500
116.337000 -38.617800
118.032000 -39.092100
119.741000 -39.542100
121.465000 -39.967400
123.202000 -40.367500
124.951000 -40.742300
126.711000 -41.091300
128.480000 -41.414300
130.259000 -41.711200
132.044000 -41.981800
133.835000 -42.225900
135.630000 -42.443600
137.428000 -42.634700
139.228000 -42.799400
141.026000 -42.937800
142.822000 -43.050000
144.615000 -43.136200
146.402000 -43.196800
148.182000 -43.231900
149.953000 -43.242100
151.714000 -43.227800
153.463000 -43.189300
155.200000 -43.127300
156.922000 -43.042200
158.628000 -42.934800
160.318000 -42.805500
161.990000 -42.655000
163.644000 -42.484100
165.278000 -42.293300
166.892000 -42.083300
168.486000 -41.854900
109.405000 -35.208100
111.012000 -35.771500
112.635000 -36.312900
114.275000 -36.832000
115.930000 -37.328200
117.600000 -37.801100
119.284000 -38.250200
120.982000 -38.675300
122.691000 -39.075900
124.412000 -39.451800
126.144000 -39.802500
127.884000 -40.128000
129.633000 -40.428000
131.388000 -40.702300
133.148000 -40.950900
134.913000 -41.173600
136.680000 -41.370500
138.449000 -41.541600
140.217000 -41.686900
141.983000 -41.806600
143.746000 -41.901000
145.504000 -41.970200
147.255000 -42.014500
148.998000 -42.034400
150.733000 -42.030100
152.456000 -42.002100
154.167000 -41.950900
155.865000 -41.877000
157.549000 -41.781000
159.217000 -41.663400
160.869000 -41.524900
162.503000 -41.366000
164.119000 -41.187400
165.716000 -40.989700
167.293000 -40.773600
168.851000 -40.539800
170.388000 -40.288900
110.676000 -34.497300
112.280000 -35.035200
113.899000 -35.551200
115.532000 -36.045000
117.180000 -36.516100
118.840000 -36.964100
120.513000 -37.388600
122.197000 -37.789200
123.892000 -38.165800
125.596000 -38.517800
127.309000 -38.845300
129.030000 -39.147800
130.757000 -39.425400
132.489000 -39.677800
134.225000 -39.905000
135.963000 -40.107000
137.703000 -40.283800
139.442000 -40.435400
141.180000 -40.562100
142.915000 -40.663800
144.645000 -40.741000
146.369000 -40.793800
148.086000 -40.822500
149.794000 -40.827600
151.493000 -40.809300
153.180000 -40.768300
154.855000 -40.704800
156.516000 -40.619600
158.163000 -40.513000
159.794000 -40.385600
161.409000 -40.238200
163.007000 -40.071100
164.587000 -39.885100
166.149000 -39.680800
167.691000 -39.458900
169.215000 -39.219800
170.718000 -38.964300
172.202000 -38.693000
110.344000 -33.230900
111.930000 -33.764800
113.529000 -34.277500
115.143000 -34.768600
116.769000 -35.237500
118.407000 -35.683900
120.057000 -36.107500
121.717000 -36.507800
123.388000 -36.884600
125.067000 -37.237500
126.755000 -37.566400
128.449000 -37.871100
130.150000 -38.151400
131.855000 -38.407100
133.564000 -38.638300
135.275000 -38.844800
136.987000 -39.026700
138.700000 -39.184000
140.410000 -39.316900
142.118000 -39.425400
143.822000 -39.509900
145.521000 -39.570400
147.212000 -39.607400
148.896000 -39.621100
150.571000 -39.611900
152.235000 -39.580300
153.887000 -39.526600
155.527000 -39.451400
157.153000 -39.355100
158.765000 -39.238400
160.361000 -39.101600
161.941000 -38.945500
163.504000 -38.770600
165.050000 -38.577500
166.578000 -38.366800
168.087000 -38.139100
169.578000 -37.895000
171.050000 -37.635100
172.502000 -37.359900
173.936000 -37.070100
111.584000 -32.502000
113.166000 -33.011100
114.760000 -33.499000
116.366000 -33.965500
117.984000 -34.410000
119.612000 -34.832200
121.251000 -35.231800
122.898000 -35.608400
124.554000 -35.961900
126.218000 -36.291800
127.888000 -36.598200
129.564000 -36.880700
131.244000 -37.139300
132.927000 -37.373800
134.613000 -37.584300
136.300000 -37.770800
137.986000 -37.933200
139.672000 -38.071700
141.354000 -38.186400
143.033000 -38.277500
144.707000 -38.345200
146.375000 -38.389800
148.035000 -38.411500
149.687000 -38.410700
151.328000 -38.387800
152.959000 -38.343300
154.579000 -38.277400
156.185000 -38.190900
157.777000 -38.084000
159.355000 -37.957400
160.918000 -37.811700
162.465000 -37.647200
163.995000 -37.464700
165.508000 -37.264800
167.004000 -37.047800
168.481000 -36.814600
169.941000 -36.565600
171.382000 -36.301300
172.805000 -36.022400
174.210000 -35.729400
175.595000 -35.422800
111.243000 -31.247000
112.808000 -31.752100
114.384000 -32.236600
115.972000 -32.700200
117.570000 -33.142500
119.179000 -33.563000
120.797000 -33.961500
122.423000 -34.337700
124.057000 -34.691200
125.698000 -35.021800
127.345000 -35.329300
128.997000 -35.613600
130.654000 -35.874600
132.313000 -36.112100
133.975000 -36.326100
135.638000 -36.516500
137.300000 -36.683500
138.962000 -36.827100
140.621000 -36.947400
142.276000 -37.044600
143.927000 -37.118800
145.571000 -37.170300
147.209000 -37.199400
148.839000 -37.206400
150.459000 -37.191700
152.069000 -37.155600
153.669000 -37.098500
155.256000 -37.021000
156.830000 -36.923500
158.390000 -36.806400
159.936000 -36.670400
161.466000 -36.515900
162.981000 -36.343400
164.480000 -36.153600
165.961000 -35.947000
167.426000 -35.724000
168.874000 -35.485400
170.304000 -35.231600
171.716000 -34.963200
173.110000 -34.680700
174.487000 -34.384600
175.846000 -34.075300
177.187000 -33.753500
112.454000 -30.500700
114.014000 -30.981600
115.585000 -31.442000
117.165000 -31.881700
118.755000 -32.300200
120.353000 -32.697200
121.960000 -33.072500
123.573000 -33.425700
125.193000 -33.756500
126.819000 -34.064900
128.450000 -34.350600
130.084000 -34.613400
131.721000 -34.853400
133.360000 -35.070400
135.000000 -35.264400
136.640000 -35.435400
138.278000 -35.583600
139.915000 -35.708900
141.548000 -35.811500
143.176000 -35.891700
144.799000 -35.949600
146.416000 -35.985500
148.024000 -35.999700
149.624000 -35.992500
151.215000 -35.964300
152.795000 -35.915500
154.363000 -35.846400
155.919000 -35.757600
157.462000 -35.649500
158.992000 -35.522600
160.506000 -35.377400
162.006000 -35.214500
163.490000 -35.034300
164.959000 -34.837400
166.411000 -34.624300
167.846000 -34.395500
169.264000 -34.151700
170.666000 -33.893300
172.050000 -33.620800
173.418000 -33.334700
174.768000 -33.035600
176.101000 -32.723900
177.417000 -32.400000
178.717000 -32.064400
112.105000 -29.257300
113.650000 -29.734100
115.204000 -30.191000
116.768000 -30.627800
118.340000 -31.043900
119.921000 -31.439200
121.508000 -31.813200
123.103000 -32.165700
124.703000 -32.496400
126.309000 -32.805200
127.919000 -33.091800
129.532000 -33.356200
131.148000 -33.598200
132.766000 -33.817700
134.384000 -34.014800
136.003000 -34.189400
137.620000 -34.341500
139.235000 -34.471400
140.847000 -34.579000
142.454000 -34.664600
144.057000 -34.728400
145.653000 -34.770500
147.241000 -34.791300
148.822000 -34.791100
150.393000 -34.770200
151.955000 -34.729000
153.505000 -34.667800
155.044000 -34.587200
156.570000 -34.487500
158.084000 -34.369200
159.583000 -34.232800
161.068000 -34.078800
162.539000 -33.907700
163.994000 -33.719900
165.433000 -33.516200
166.856000 -33.296800
168.263000 -33.062500
169.654000 -32.813600
171.028000 -32.550700
172.386000 -32.274200
173.727000 -31.984700
175.052000 -31.682600
176.360000 -31.368400
