RA DEC PMRA PMDEC REF_EPOCH OVERRIDE
142.31912988699446 2.6049023843312353 0.0 0.0 0.0 False
142.41769591909946 2.6211836472148926 0.0 0.0 2015.5 False
142.43011566232678 2.576565039379371 0.0 0.0 0.0 False
142.44363177663647 2.5681948936490557 0.0 0.0 0.0 False
142.449050227239 2.5656085763752965 0.0 0.0 0.0 False
142.48755835048587 2.5594501930525477 0.0 0.0 2015.5 False
142.4888501235817 2.5259038605833326 0.0 0.0 0.0 False
142.49602063112366 2.6239850390919663 0.0 0.0 0.0 False
142.49886255316463 2.5658462517401253 0.0 0.0 0.0 False
142.50949132181515 2.50877088643519 0.0 0.0 0.0 False
142.5169160395528 2.6122548906383423 0.0 0.0 0.0 False
142.52319145624466 2.511882933611056 0.0 0.0 0.0 False
142.53854973268577 2.5702339200132185 0.0 0.0 2015.5 False
142.53855162999042 2.542991887729874 0.0 0.0 0.0 False
142.6055656861897 2.5416863314577705 0.0 0.0 0.0 False
142.61599008449872 2.559285203616984 0.0 0.0 0.0 False
142.62639796460113 2.555450108480385 0.0 0.0 0.0 False
142.65073549633055 2.558268176966112 0.0 0.0 2015.5 False
142.6734107899446 2.5030274639000276 0.0 0.0 0.0 False
142.67458411885335 2.5205291174246436 0.0 0.0 0.0 False
142.69779795044246 2.520676165542111 0.0 0.0 0.0 False
142.69946144203263 2.494767854541874 0.0 0.0 0.0 False
142.70731397957297 2.5428727979920223 0.0 0.0 0.0 False
142.73190905631242 2.47366791317261 0.0 0.0 0.0 False
142.76172385957955 2.4925467983504594 0.0 0.0 0.0 False
142.76816429046127 2.564163016977885 0.0 0.0 2015.5 False
142.78290553427712 2.4326045885568752 0.0 0.0 0.0 False
142.78920464050984 2.4686635091895757 0.0 0.0 0.0 False
142.78936879465317 2.566687793945459 0.0 0.0 0.0 False
142.79994252976013 2.5763589328526773 0.0 0.0 0.0 False
142.81093759217208 2.5854915768034683 0.0 0.0 0.0 False
142.81426234447204 2.530261093437626 0.0 0.0 0.0 False
142.8256257298451 2.544338877365733 0.0 0.0 0.0 False
142.8282671809672 2.5670924885239312 0.0 0.0 0.0 False
142.8291824571071 2.5684183389012394 0.0 0.0 0.0 False
142.84334473932222 2.495505566068404 0.0 0.0 0.0 False
142.84782147388214 2.4545932493506384 0.0 0.0 0.0 False
142.84871804692156 2.5831966261813513 0.0 0.0 0.0 False
142.87056253576102 2.617800704671272 0.0 0.0 0.0 False
142.87445620746954 2.5364425059849056 0.0 0.0 0.0 False
142.87559301101953 2.538207244898621 0.0 0.0 2015.5 False
142.87591268287494 2.5643469449466494 0.0 0.0 2015.5 False
142.89347854576283 2.5076668043273256 0.0 0.0 0.0 False
142.90010703172715 2.589709019385798 0.0 0.0 0.0 False
142.90227846219403 2.519533033871783 0.0 0.0 0.0 False
142.91276991267372 2.599183862842903 0.0 0.0 0.0 False
142.91295389108495 2.469589616882469 0.0 0.0 0.0 False
142.9140019652457 2.4723334239097885 0.0 0.0 0.0 False
142.9196551053299 2.5875627547693045 0.0 0.0 0.0 False
142.95599468670514 2.5862388160773193 0.0 0.0 0.0 False
142.95870459536593 2.5721569348966318 0.0 0.0 2015.5 False
142.97250115486358 2.452955117653067 0.0 0.0 0.0 False
142.97270212635635 2.563366841156887 0.0 0.0 0.0 False
142.97480130574377 2.5205011002315527 0.0 0.0 0.0 False
142.98129322313784 2.5097907252475715 1.0538644790649414 -3.432915687561035 2015.5 False
142.98233055659492 2.5665315744575654 0.0 0.0 0.0 False
142.98238885782578 2.4820827712476214 0.0 0.0 0.0 False
142.9905170714605 2.498494192769896 0.0 0.0 0.0 False
143.00471065835333 2.6137649929709514 0.0 0.0 0.0 False
143.00803333600385 2.4784694365899287 0.0 0.0 0.0 False
143.0108309792056 2.5633554017869353 0.0 0.0 0.0 False
143.01332195752155 2.620495311217951 0.0 0.0 0.0 False
143.01892271474256 2.4605369337581835 0.0 0.0 0.0 False
143.02201319084355 2.622737908097528 0.0 0.0 0.0 False
143.024355846956 2.5643749030556955 0.0 0.0 0.0 False
143.02733591271675 2.5836056008851385 0.0 0.0 0.0 False
143.03077604018532 2.5377543819113417 0.0 0.0 0.0 False
143.0337695361711 2.6135418527029373 0.0 0.0 0.0 False
143.03549841930044 2.4616360813490683 0.0 0.0 0.0 False
143.03766867961374 2.588855939156609 0.0 0.0 0.0 False
143.03987142606377 2.6138457539189877 0.0 0.0 0.0 False
143.04021335887927 2.460746043998778 0.0 0.0 2015.5 False
143.04122910810415 2.4345502270691113 0.0 0.0 0.0 False
143.04244311510305 2.5312018733426513 0.0 0.0 0.0 False
143.0427870604417 2.4906881751439034 0.0 0.0 0.0 False
143.0442603649607 2.562446525746995 0.0 0.0 0.0 False
143.04623435775227 2.611374177493995 0.0 0.0 2015.5 False
143.05708815222135 2.550803751740824 0.0 0.0 0.0 False
143.06027512350676 2.4993741760454626 0.0 0.0 0.0 False
143.06875935695155 2.4533414699567895 0.0 0.0 0.0 False
143.0881351939181 2.518109329034338 0.0 0.0 0.0 False
143.09617667573062 2.54804307061582 0.0 0.0 0.0 False
143.0984119753879 2.5536084951867606 0.0 0.0 0.0 False
