objid,skycoord_obj,ra_obj,dec_obj,ra_obj_maxSNR,dec_obj_maxSNR,num_alert,date_first_alert,mag_first_alert,filter_first_alert,date_peak_alert,mag_peak_alert,filter_peak_alert,date_last_alert,mag_last_alert,filter_last_alert,lsdr9_id.pseudo_host,lsdr9_ra.pseudo_host,lsdr9_dec.pseudo_host,lsdr9_gmag.pseudo_host,lsdr9_rmag.pseudo_host,lsdr9_zmag.pseudo_host,z.pseudo_host,e_z.pseudo_host,z_type.pseudo_host,z_source.pseudo_host
T202301030954348p005813,09:54:34.881 +00:58:13.853,148.6453414188939,0.9705149310804704,148.6453476063486,0.97049630413869,31,2023-01-03T05:44:47.077,22.178369102829315,r,2023-01-03T05:44:47.077,22.178369102829315,r,2023-01-30T05:46:43.391,23.182073008388148,i,1486p010_3053,148.64495068863,0.9702644923320138,20.228006690740585,19.638218879699707,19.313939809799194,0.1416,0.0658,phot,SDSS-DR12
A202301031000055p024508,10:00:05.582 +02:45:08.715,150.0232603489512,2.752421082286661,150.02330225342,2.752445321632084,30,2023-01-03T05:37:14.779,22.271529861596534,g,2023-01-30T05:38:46.147,22.103178218493095,r,2023-01-30T05:38:46.147,22.103178218493095,r,1501p027_593,150.0232804165174,2.75239363498123,20.50670951604843,19.96675133705139,19.288099110126495,0.5003,nan,spec,NED
T202301181002530p025854,10:02:53.030 +02:58:54.697,150.7209608651495,2.981860541952439,150.720961868448,2.981870267222191,25,2023-01-18T06:00:37.397,21.876062759756813,g,2023-01-24T06:13:40.028,21.546054827451776,g,2023-01-30T05:38:46.147,21.555807184257322,r,1506p030_4457,150.7210438754166,2.981497101293873,21.655111014842987,21.115093529224396,20.890936255455017,0.3495,0.0749,phot,SDSS-DR12
T202301031000418p032202,10:00:41.886 +03:22:02.646,150.1745279057772,3.367401886708194,150.174570452156,3.367420363657857,26,2023-01-03T05:40:38.593,23.287201815639555,i,2023-01-18T06:04:01.793,22.48555554945872,i,2023-01-30T05:38:46.147,23.076852963767664,r,1500p032_4920,150.174842016037,3.366407394254021,22.631466193124652,20.758807808160782,19.82907474040985,0.4477,0.0286,phot,SDSS-DR12
T202301031002582p022042,10:02:58.249 +02:20:42.048,150.7427061684012,2.345013511281735,150.7427019464789,2.344985933255959,29,2023-01-03T05:50:49.262,21.90758895813419,r,2023-01-03T06:08:58.808,21.840111963620096,r,2023-01-30T06:29:18.005,22.28142182462244,i,1506p022_5687,150.7424473620191,2.347634178949745,21.332630291581154,20.958881825208664,21.09455332159996,nan,nan,NONE,NONE
T202301180959587p040202,09:59:58.720 +04:02:02.887,149.9946695586932,4.034135474796915,149.9946752243858,4.034125032539132,25,2023-01-18T06:00:37.397,22.558701332284052,g,2023-01-27T05:36:45.311,21.6193151929863,i,2023-01-30T05:38:46.147,21.650466062614175,r,1500p040_728,149.9944222293459,4.034372393993663,22.002532817423344,20.522614419460297,19.682320058345795,0.354,0.0704,phot,SDSS-DR12
C202301030958382p010329,09:58:38.279 +01:03:29.067,149.6594960255014,1.058074331530544,149.659472523496,1.058142068019544,25,2023-01-03T05:44:47.077,22.09645528020852,r,2023-01-06T05:12:55.050,21.408782189373873,r,2023-01-30T05:46:43.391,22.049759472184654,i,1496p010_3518,149.6593490255174,1.057957465116637,15.096009969711304,14.253414869308472,13.546485900878906,0.0464,2e-05,spec,SDSS-DR12
C202301030959231p011432,09:59:23.130 +01:14:32.104,149.8463759373189,1.242251382320978,149.8464477283556,1.242339945413199,22,2023-01-03T05:46:42.460,22.642082217571268,i,2023-01-18T07:04:34.511,22.321151536801654,i,2023-01-30T05:46:43.391,22.535282879204193,i,1498p012_2439,149.8461148039041,1.242260180433423,23.139673322439194,22.714821510016918,24.065743386745453,nan,nan,NONE,NONE
C202301030954378p011730,09:54:37.875 +01:17:30.164,148.6578159392673,1.291712456746843,148.6578889735605,1.292114858478596,21,2023-01-18T06:06:40.891,22.170082584248018,g,2023-01-18T06:28:13.627,21.458959308529906,i,2023-01-30T05:46:43.391,23.017966090807725,i,1486p012_3037,148.6578203685547,1.291929868008653,19.54926311969757,18.613223433494568,17.937452495098114,0.2676,0.0407,phot,SDSS-DR12
C202301031002014p013725,10:02:01.416 +01:37:25.215,150.5059011258224,1.623670874268109,150.505921885038,1.623668373422943,20,2023-01-03T05:52:45.157,22.5202220581585,i,2023-01-03T06:29:07.229,22.489820299573353,i,2023-01-30T06:29:18.005,22.709763620323606,i,1506p017_158,150.506002239978,1.623862186508608,21.218464076519012,20.53723007440567,20.179116278886795,0.2061,nan,spec,NED
A202301181003193p032128,10:03:19.380 +03:21:28.130,150.8307519034898,3.357814067939939,150.830822787981,3.357829288527092,20,2023-01-18T06:00:37.397,22.6059590060227,g,2023-01-18T06:04:01.793,22.184011349700928,i,2023-01-30T05:38:46.147,22.32251377666082,r,1508p032_2308,150.83073508355,3.357826031549435,19.526689648628235,18.349169492721558,17.628002762794495,0.2215,0.0539,phot,SDSS-DR12
A202301040956205p021615,09:56:20.500 +02:16:15.397,149.0854197271392,2.270943787449516,149.085388776539,2.27104468991267,18,2023-01-04T06:50:38.931,22.98754607852857,i,2023-01-27T05:59:03.056,22.605986852039056,r,2023-01-30T05:46:43.391,22.821971812300653,i,1491p022_1740,149.0853991747717,2.271014027571141,21.471159756183624,21.320081129670143,20.574861615896225,0.5418,0.1344,phot,SDSS-DR12
T202301031003403p033429,10:03:40.371 +03:34:29.754,150.9182159483933,3.574931886397094,150.918296948533,3.575006320904101,15,2023-01-18T06:02:06.040,22.896723098065728,r,2023-01-18T06:56:33.335,22.865673080328254,r,2023-01-30T05:22:31.511,23.280472445540134,i,1508p035_3730,150.9153142051235,3.575757685547131,24.590112417936325,23.609183728694916,22.042084969580173,0.4909,0.1419,phot,SDSS-DR12
T202301030956216p023553,09:56:21.667 +02:35:53.066,149.0902812469279,2.598074111769902,149.0902583006183,2.598044523539599,15,2023-01-03T05:46:42.460,22.73510525664451,i,2023-01-03T06:41:14.138,22.633178389404037,i,2023-01-30T05:46:43.391,23.17089731013444,i,1491p025_2046,149.0911758967502,2.598235981366206,23.775407522916794,23.27792577445507,22.725242469459772,nan,nan,NONE,NONE
A202301031002415p030458,10:02:41.573 +03:04:58.623,150.6732239173935,3.082950918438899,150.6733483214652,3.082934364405236,14,2023-01-03T05:58:46.276,22.673393679889408,i,2023-01-18T06:40:19.959,21.83519358200912,i,2023-01-30T05:22:31.511,22.310951267323304,i,1506p030_3546,150.6731824091252,3.082892185176483,19.482130706310272,18.833223581314087,18.296908140182495,0.1315,0.0295,phot,SDSS-DR12
C202301181000264p035139,10:00:26.412 +03:51:39.538,150.1100504673431,3.860982826424605,150.1100264735224,3.861033951692952,12,2023-01-18T06:02:06.040,22.923784312987575,r,2023-01-24T06:33:12.493,22.66048636773475,r,2023-01-30T05:38:46.147,22.948054832275055,r,1500p037_3136,150.1099765432931,3.861045129444086,21.82848609983921,21.276154816150665,20.955538898706436,0.228,0.0722,phot,SDSS-DR12
T202301181000213p022731,10:00:21.320 +02:27:31.265,150.0888358577265,2.458684934558809,150.0888284728584,2.458710851761639,11,2023-01-18T06:02:06.040,23.36956101486149,r,2023-01-18T06:58:28.297,22.86261611107991,i,2023-01-30T05:38:46.147,22.999739680989112,r,1501p025_2241,150.0885899035285,2.457995197791737,25.02036362886429,24.15370836853981,24.090329110622406,3.126,nan,spec,NED
A202301180958409p004639,09:58:40.991 +00:46:39.475,149.6707976493855,0.7776319869941491,149.6708317502511,0.7776722861291674,11,2023-01-18T06:06:40.891,23.205257360220095,g,2023-01-30T05:26:37.874,22.615359105021593,r,2023-01-30T05:26:37.874,22.615359105021593,r,1496p007_4017,149.6708249258924,0.7775601785841528,20.82612231373787,20.48452392220497,19.926113486289978,0.6126,0.2169,phot,SDSS-DR12
T202301180958520p034854,09:58:52.007 +03:48:54.713,149.7166985588439,3.815198286669432,149.7167031918903,3.815166221193799,10,2023-01-18T06:02:06.040,23.0504591325267,r,2023-01-21T06:33:21.301,22.899670567426988,r,2023-01-30T05:38:46.147,23.094801373419852,r,1498p037_202,149.716765650971,3.811417681986781,23.152333348989487,22.392959371209145,21.827662885189056,0.6408,0.1301,phot,SDSS-DR12
C202301181002071p012915,10:02:07.174 +01:29:15.588,150.5298950362361,1.487663555210566,150.5298996980694,1.487701423248171,10,2023-01-18T06:49:01.763,23.556675806871876,g,2023-01-18T07:07:13.414,23.098648737270413,g,2023-01-30T06:44:02.185,23.2533916450714,g,1506p015_713,150.5297543190061,1.48761738158764,23.906017690896988,23.35494488477707,23.114289455115795,nan,nan,NONE,NONE
